date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
8/13/2017 7:15,10.7840004,1.541000009,7.106999874,-0.319999993,3.289999962,1.218000054,12.02900028
8/13/2017 7:30,10.04699993,1.807999969,7.0,-0.142000005,3.441999912,1.187999964,11.5369997
8/13/2017 7:45,10.44900036,2.27699995,7.390999794,0.319999993,3.806999922,1.401000023,11.60700035
8/13/2017 8:00,10.31499958,1.807999969,6.894000053,0.178000003,3.654999971,1.401000023,12.02900028
8/13/2017 8:15,9.779000282,1.406999946,6.751999855,-0.248999998,3.654999971,1.309999943,12.7329998
8/13/2017 8:30,8.104999542,1.406999946,4.370999813,-0.816999972,3.563999891,1.340000033,13.78800011
8/13/2017 8:45,4.822999954,1.072000027,1.136999965,-0.071000002,3.654999971,1.371000051,14.63199997
8/13/2017 9:00,8.840999603,0.938000023,5.188000202,-0.639999986,3.746000051,1.491999984,14.91399956
8/13/2017 9:15,9.51099968,0.80400002,6.361000061,-0.354999989,3.532999992,1.279000044,14.91399956
8/13/2017 9:30,10.58300018,1.139000058,7.071000099,-0.745999992,3.471999884,1.309999943,11.32600021
8/13/2017 9:45,10.91800022,0.938000023,6.928999901,-0.639999986,3.806999922,1.371000051,11.67800045
8/13/2017 10:00,9.979999542,1.60800004,4.974999905,-0.391000003,4.142000198,1.309999943,13.08500004
8/13/2017 10:15,5.760000229,1.674000025,2.025000095,0.0,3.99000001,1.248999953,12.59200001
8/13/2017 10:30,7.903999805,1.741000056,3.375999928,0.178000003,3.898999929,1.218000054,14.27999973
8/13/2017 10:45,8.104999542,1.406999946,4.014999866,-0.107000001,3.77699995,1.309999943,13.01399994
8/13/2017 11:00,3.214999914,1.473999977,-0.639999986,-0.142000005,3.686000109,1.248999953,13.36600018
8/13/2017 11:15,5.090000153,1.406999946,1.812000036,-0.569000006,3.197999954,1.156999946,14.56200027
8/13/2017 11:30,3.88499999,0.80400002,-0.391000003,-1.031000018,3.137000084,1.187999964,15.0539999
8/13/2017 11:45,4.554999828,-0.134000003,1.031000018,-2.061000109,2.894000053,1.126999974,14.91399956
8/13/2017 12:00,4.956999779,-0.201000005,1.812000036,-2.309999943,2.862999916,1.004999995,14.84300041
8/13/2017 12:15,-0.067000002,0.134000003,-3.019999981,-1.279000044,2.924000025,1.126999974,15.26500034
8/13/2017 12:30,-0.469000012,0.469000012,-3.447000027,-1.065999985,2.924000025,1.097000003,15.0539999
8/13/2017 12:45,3.951999903,-0.268000007,1.136999965,-1.457000017,2.954999924,1.097000003,14.70300007
8/13/2017 13:00,-4.085999966,0.938000023,-7.639999866,-0.569000006,2.954999924,1.156999946,14.49100018
8/13/2017 13:15,-1.875,0.602999985,-4.868000031,-0.675000012,2.740999937,1.004999995,15.26500034
8/13/2017 13:30,-11.92199993,2.678999901,-15.13799953,1.56400001,2.650000095,0.975000024,15.40600014
8/13/2017 13:45,1.674000025,0.268000007,-0.995000005,-1.598999977,2.740999937,1.004999995,15.54699993
8/13/2017 14:00,-1.340000033,0.736999989,-4.19299984,-0.391000003,2.740999937,0.913999975,15.47599983
8/13/2017 14:15,4.152999878,0.536000013,1.243999958,-0.995000005,2.740999937,0.944000006,15.96899986
8/13/2017 14:30,5.357999802,0.0,2.167999983,-1.669999957,2.772000074,0.975000024,16.03899956
8/13/2017 14:45,3.415999889,0.134000003,1.101999998,-1.065999985,2.832999945,0.975000024,15.75800037
8/13/2017 15:00,2.545000076,-0.469000012,-0.603999972,-1.598999977,2.740999937,0.944000006,15.89799976
8/13/2017 15:15,0.80400002,-0.335000008,-2.878000021,-1.350000024,2.772000074,0.913999975,15.0539999
8/13/2017 15:30,-5.290999889,1.072000027,-8.989999771,-0.284000009,2.832999945,0.975000024,14.49100018
8/13/2017 15:45,-2.880000114,0.201000005,-5.578999996,-0.782000005,2.894000053,0.975000024,15.26500034
8/13/2017 16:00,1.20599997,-0.335000008,-1.350000024,-1.598999977,2.862999916,0.944000006,15.54699993
8/13/2017 16:15,3.348999977,-0.602999985,0.391000003,-1.279000044,3.015000105,1.004999995,15.40600014
8/13/2017 16:30,3.214999914,-0.670000017,0.178000003,-1.63499999,3.107000113,0.913999975,15.40600014
8/13/2017 16:45,4.554999828,-0.40200001,1.527999997,-1.91900003,3.167999983,0.944000006,15.54699993
8/13/2017 17:00,5.827000141,-0.670000017,2.131999969,-1.953999996,3.167999983,0.913999975,15.61699963
8/13/2017 17:15,6.497000217,-0.335000008,3.305000067,-1.70599997,3.167999983,0.852999985,15.68700027
8/13/2017 17:30,6.497000217,-0.536000013,3.197999954,-1.812000036,3.229000092,0.913999975,15.54699993
8/13/2017 17:45,5.960999966,-0.536000013,2.806999922,-1.70599997,3.075999975,0.913999975,15.47599983
8/13/2017 18:00,6.09499979,-0.670000017,3.163000107,-1.953999996,3.107000113,0.731000006,15.75800037
8/13/2017 18:15,6.96600008,-1.004999995,3.980000019,-1.953999996,2.924000025,0.670000017,15.61699963
8/13/2017 18:30,7.434999943,-1.004999995,4.477000237,-2.984999895,2.802000046,0.639999986,15.40600014
8/13/2017 18:45,7.636000156,-1.273000002,4.762000084,-2.239000082,2.954999924,0.639999986,15.125
8/13/2017 19:00,8.104999542,-1.004999995,4.903999805,-2.096999884,3.015000105,0.670000017,15.125
8/13/2017 19:15,8.572999954,-0.870999992,5.295000076,-2.061000109,3.197999954,0.731000006,15.26500034
8/13/2017 19:30,8.774000168,-0.80400002,5.578999996,-1.99000001,3.167999983,0.760999978,15.0539999
8/13/2017 19:45,8.640000343,-0.80400002,5.436999798,-2.061000109,3.197999954,0.731000006,14.84300041
8/13/2017 20:00,8.43900013,-0.80400002,5.295000076,-2.061000109,3.137000084,0.760999978,14.49100018
8/13/2017 20:15,8.171999931,-0.80400002,5.188000202,-2.061000109,3.107000113,0.760999978,14.91399956
8/13/2017 20:30,7.903999805,-1.004999995,5.046000004,-2.096999884,2.954999924,0.731000006,15.0539999
8/13/2017 20:45,7.636000156,-2.142999887,4.903999805,-3.305000067,2.894000053,0.760999978,12.6619997
8/13/2017 21:00,7.903999805,-2.075999975,4.868000031,-2.700999975,2.772000074,0.791999996,12.38099957
8/13/2017 21:15,10.31499958,0.134000003,7.249000072,-1.491999984,2.710999966,0.760999978,12.23999977
8/13/2017 21:30,9.913000107,0.067000002,7.106999874,-1.63499999,2.618999958,0.760999978,12.38099957
8/13/2017 21:45,9.779000282,0.0,6.928999901,-1.350000024,2.650000095,0.731000006,12.8739996
8/13/2017 22:00,9.913000107,0.134000003,6.857999802,-1.315000057,2.528000116,0.670000017,14.27999973
8/13/2017 22:15,11.38700008,0.602999985,7.994999886,-1.350000024,2.650000095,0.760999978,14.63199997
8/13/2017 22:30,11.5880003,0.736999989,8.38599968,-0.532999992,2.559000015,0.731000006,14.77299976
8/13/2017 22:45,10.7840004,0.670000017,8.279999733,-0.782000005,2.497999907,0.731000006,14.70300007
8/13/2017 23:00,11.25300026,0.736999989,8.670999527,-0.711000025,2.405999899,0.700999975,14.98400021
8/13/2017 23:15,12.59200001,1.807999969,10.3409996,0.391000003,2.345000029,0.760999978,14.84300041
8/13/2017 23:30,13.79800034,2.075999975,11.08699989,0.497000009,2.467000008,0.791999996,14.77299976
8/13/2017 23:45,12.52499962,1.406999946,9.913999557,0.0,2.375999928,0.760999978,14.84300041
8/14/2017 0:00,13.12800026,1.807999969,10.94499969,0.319999993,2.437000036,0.760999978,15.0539999
8/14/2017 0:15,12.05599976,1.072000027,9.772000313,-0.107000001,2.315000057,0.700999975,15.26500034
