trues,TDIformer,iTransformer,TimesNet,Informer
0.06655459,0.99963355,0.42444342,-0.002395153,-0.34543082
0.0031056998,0.48352322,0.27328777,0.094680786,-0.47744867
-0.031502787,0.3239289,0.14393473,-0.14370024,-0.49444965
-0.048807032,0.20565695,0.018317461,-0.12544656,-0.5635916
-0.12379209,-0.25894767,-0.1633836,0.35790265,-0.6162461
-0.19877714,-0.6739236,-0.23673081,-0.59578073,-0.74289995
-0.24492179,-0.6533057,-0.32775772,-0.33822644,-0.79228604
-0.28529838,-0.63351667,-0.3901602,-0.55652356,-0.84640944
-0.30260262,-1.097225,-0.5643537,-0.5227374,-0.8845117
-0.41796422,-1.3495357,-0.72726536,-0.44462729,-0.9281939
-0.5044854,-1.4537144,-0.74596393,-0.39549077,-0.9618273
-0.6256152,-1.4806749,-0.79464173,-0.46678007,-0.9931297
-0.6775279,-1.554158,-0.82024145,-0.50969315,-1.0186838
-0.69483215,-1.5648627,-0.8473507,-0.5442778,-1.0460763
-0.68329597,-1.6869154,-0.87137866,-0.6046734,-1.0703578
-0.7467449,-1.6463447,-0.85046744,-0.6917453,-1.0916235
-0.71790445,-1.8073502,-0.85789204,-0.7362993,-1.1098003
-0.6775279,-1.9360828,-0.9116304,-0.6990063,-1.1226674
-0.7006002,-1.8851182,-0.9327775,-0.66582096,-1.1322391
-0.6659917,-1.7065196,-0.89220726,-0.6560458,-1.1465209
-0.70636827,-1.6442705,-0.919868,-0.642581,-1.1540098
-0.7352087,-1.567379,-0.9118078,-0.7178986,-1.1569266
-0.7640491,-1.6297756,-0.9355948,-0.7447319,-1.1579641
-0.75828105,-1.6444638,-0.9536667,-0.79086304,-1.1584152
-0.827498,-1.579033,-0.91753674,-0.8369241,-1.1552057
-0.8505703,-1.6336561,-0.94256186,-0.78483176,-1.1517563
-0.90248305,-1.7039709,-0.99726176,-0.76971555,-1.1468505
-0.93132347,-1.5320034,-0.9355967,-0.74473214,-1.1403656
-0.9140192,-1.4000311,-0.9227637,-0.66719115,-1.1315671
-1.0293808,-1.4833912,-0.96348643,-0.6121373,-1.1191901
-1.0178447,-1.3679944,-1.0080504,-0.66896343,-1.1205589
-0.9486277,-1.3232703,-1.0814611,-0.6484686,-1.1167277
-0.9370915,-1.3901894,-1.1037754,-0.6477965,-1.1067107
-0.9601639,-1.5933344,-1.1621673,-0.7569926,-1.0956525
-0.9255554,-1.4535098,-1.1660174,-0.76658213,-1.0860522
-0.7871214,-1.5573127,-1.1774405,-0.73354375,-1.0761642
-0.689064,-1.2563202,-0.98909116,-0.6805408,-1.0653747
-0.5910067,-1.298993,-0.93013096,-0.72322774,-0.78738976
-0.5910067,-0.86316717,-0.8901162,-0.8080797,-0.9421977
-0.5044854,-0.7731,-0.83526826,-0.6227776,-0.9384979
-0.5621663,-0.66589683,-0.80473673,-0.69727194,-0.9314336
-0.53332585,-0.83276814,-0.9009794,-0.689023,-0.92574817
-0.6659917,-0.80185777,-0.9088911,-0.7030219,-0.92035013
-0.66022366,-0.64620215,-0.98237073,-0.63793325,-0.9132943
-0.66022366,-0.5891525,-0.93867636,-0.5623201,-0.9049225
-0.7121364,-0.63343775,-0.92728627,-0.42550528,-0.8987148
-0.66022366,-0.61924744,-0.87003136,-0.59111655,-0.88959146
-0.68329597,-0.9093728,-0.9769411,-0.59209025,-0.88169235
-0.7121364,-0.9883375,-0.9551275,-0.49920952,-0.8694204
-0.59677476,-1.0788965,-1.0430167,-0.5177415,-0.8582872
-0.6025428,-1.0531785,-0.9909934,-0.44316256,-0.84172946
-0.6256152,-1.0426672,-0.978166,-0.4600966,-0.8517951
-0.48141313,-1.0289901,-0.96140313,-0.36606145,-0.83685094
-0.5160216,-0.8841176,-0.90480053,-0.43361008,-0.8811389
-0.37758768,-0.6955912,-0.7833619,-0.3992381,-0.8905934
-0.44103655,-0.6774428,-0.7224351,-0.39981163,-0.870507
-0.48718122,-0.83892655,-0.8042825,-0.51066583,-0.8525984
-0.4295004,-0.8253006,-0.79858637,-0.51360536,-0.8396557
-0.18724099,-0.7530269,-0.731455,-0.32616234,-0.8144518
-0.31413877,-0.69990087,-0.6567397,-0.27037448,-0.7911298
-0.26222605,-0.61097217,-0.6366487,-0.23594403,-0.7613734
-0.22184947,-0.80169094,-0.65478265,0.023898184,-0.7279642
-0.14109634,-0.7960332,-0.6345884,0.4097207,-0.69064
-0.0026623816,-0.7282361,-0.6222979,0.5016148,-0.6470721
-0.07187936,-0.795119,-0.62618035,0.7154496,-0.6029096
-0.019966625,-0.80649686,-0.5820672,1.0243673,-0.54996574
-0.031502787,-0.55540943,-0.45458925,1.4675314,-0.33525443
0.089626916,-0.35726446,-0.30481136,1.4457439,-0.2959719
0.22229278,-0.4281329,-0.20207036,1.5879151,-0.24341917
0.25690126,-0.09819524,-0.17592919,2.226548,-0.223583
0.23959704,-0.05652441,-0.12422548,2.2622468,-0.14251703
0.25690126,-0.2433965,-0.13329813,2.3788803,-0.08406766
0.14730774,-0.21189772,-0.095515415,2.3309746,-0.022577899
-0.025734706,-0.20030911,-0.042899415,2.3794217,0.037606128
0.3376544,-0.14512248,0.015306264,2.3160782,0.118750334
0.53953725,-0.0668814,0.14198002,2.2374976,0.19940965
0.71257967,0.13186416,0.29723787,2.1508665,0.2937878
0.53953725,0.07037325,0.41009507,2.018029,0.36390695
0.49916068,0.1420703,0.48116452,1.8386849,0.43631145
0.32035017,0.14585721,0.54202753,1.8262582,0.5302601
0.15307581,0.19428068,0.5777972,1.7856985,0.63217926
0.20498854,0.52175397,0.62616765,1.6538528,0.7267082
0.36649483,0.50996006,0.6221591,1.5204055,0.8517289
0.16461198,0.545707,0.62560695,1.3657974,0.9494898
-0.09495168,0.52470934,0.5703506,1.1949774,1.2577466
0.106931165,0.4378431,0.5014513,1.0316393,1.271786
0.037714187,0.34630942,0.43957207,0.8460591,1.0428
0.4357118,0.32642308,0.43413442,0.73717886,1.1597078
0.49916068,0.4490543,0.5181338,0.7984006,1.1923773
0.24536511,0.5981658,0.5777763,0.74392104,1.2055864
0.2857417,0.70310056,0.6493032,0.73843294,1.2149587
0.3376544,0.65017176,0.6542153,0.7148869,1.1993526
0.2857417,0.66536707,0.72018635,0.7320962,1.2019255
0.29727784,0.7227299,0.7811985,0.7024718,1.2374506
0.36072674,0.81828046,0.83449084,0.6978849,1.265416
0.38956714,0.8349147,0.8592799,0.69963205,1.2341951
0.34919056,0.8021537,0.86586785,0.6735417,1.3203034
0.44147986,0.7552794,0.8716755,0.6876077,1.1499392
0.53953725,0.7358566,0.8393433,0.63238114,1.1519742
0.61452234,0.7688948,0.82883954,0.6783403,1.1093054
0.51646495,0.788164,0.83399945,0.7516549,1.1192278
0.48185644,0.8323832,0.79803455,0.72543657,1.0137119
0.2511332,0.866506,0.77651,0.67705107,1.0210822
0.45301604,0.7652297,0.71794975,0.6605861,1.0569606
0.41840756,0.7588891,0.6585258,0.71771497,0.9112089
0.39533523,0.7710504,0.6511894,0.80474836,0.8104038
0.36649483,0.7400943,0.6370475,0.6645544,0.9859737
0.39533523,0.6477359,0.5828103,0.68002415,0.88760054
0.32035017,0.60629785,0.54636645,0.5738385,0.7545961
0.29150978,0.5526532,0.5149181,0.5346964,0.82557666
0.41263947,0.40006644,0.46884686,0.45687795,0.7733581
0.39533523,0.40487635,0.47599706,0.36374292,0.7225745
0.36072674,0.3543932,0.42176822,0.3782924,0.6550837
0.38956714,0.2817266,0.35593903,0.24592444,0.6242505
0.36649483,0.3197065,0.31298798,0.18061532,0.4359747
0.34919056,0.28461206,0.25105786,-0.018515728,0.39966443
0.3376544,0.23576924,0.19221257,0.23548053,0.4933479
0.3434225,0.24661043,0.14880803,-0.028964564,0.3754997
0.36072674,0.2872073,0.12935543,-0.17860815,0.31603152
0.3376544,0.28148046,0.08937821,-0.14982408,0.26590624
0.36649483,0.13690212,0.020840503,-0.25137576,0.22360036
0.4299437,0.10420235,-0.0040050447,-0.1985182,0.14849265
0.44147986,0.03505528,-0.016843956,-0.20398858,0.12786737
0.44724795,0.0997642,-0.008244032,-0.04079458,0.056629613
0.48185644,0.052487325,-0.016701076,-0.09596039,0.0032019299
0.51646495,0.090666026,-0.010658553,0.07300383,-0.047240257
0.5106968,0.116685316,0.01264297,-0.03164514,-0.088963866
0.44724795,0.25669062,0.07420743,0.071023345,-0.091432095
0.40687138,0.19133395,0.06657993,0.011848215,-0.17570987
0.31458208,0.18982877,0.08702688,-0.08485483,-0.1732769
0.29727784,0.19901834,0.11235182,0.047223046,-0.27794775
0.2857417,0.28461108,0.1355351,-0.15198982,-0.3303192
0.22806087,0.2551485,0.15319602,-0.087847084,-0.36576605
0.14153965,0.23319024,0.13694003,-0.13999835,-0.37736782
0.014641862,0.17948848,0.11185463,-0.14688948,-0.3962836
-0.0891836,0.16734438,0.07980341,-0.18368909,-0.4216641
-0.16993673,0.055072084,0.0028989539,-0.12582666,-0.43908668
-0.25068986,0.039710782,-0.05539903,-0.22571258,-0.45742074
-0.31413877,0.042396016,-0.09942569,-0.23823506,-0.47033143
-0.37758768,-0.037873544,-0.13184273,-0.23758566,-0.48367265
-0.4583408,-0.07576837,-0.16318649,-0.3234064,-0.4948009
-0.56793433,-0.09247643,-0.20043671,-0.32430175,-0.51748437
-0.614079,-0.17366758,-0.26200074,-0.314119,-0.5276182
-0.7467449,-0.2483608,-0.31072342,-0.33801192,-0.5408451
-0.7698172,-0.33214235,-0.34698904,-0.34067148,-0.55146796
-0.7986576,-0.42585573,-0.38300723,-0.35211533,-0.53715086
-0.827498,-0.41739535,-0.4084921,-0.35221466,-0.5754788
-0.8505703,-0.47192216,-0.44475022,-0.356688,-0.5893047
-0.84480226,-0.549891,-0.48259065,-0.38614646,-0.5994989
-0.8736427,-0.5903146,-0.5104001,-0.3906228,-0.6115334
-0.8736427,-0.6163973,-0.5222787,-0.41774368,-0.6229209
-0.94285965,-0.6506955,-0.5450893,-0.43964,-0.63008803
-1.0293808,-0.66938126,-0.57211685,-0.44764596,-0.6379774
-1.0870616,-0.7409137,-0.61451155,-0.45969027,-0.6435302
-1.1966552,-0.7664962,-0.62482005,-0.48503828,-0.6527911
-1.1505105,-0.8442638,-0.6655895,-0.4995646,-0.65845364
-1.185119,-0.8427221,-0.68871874,-0.53119457,-0.6639305
-1.2024233,-0.841823,-0.7162371,-0.6121351,-0.7806008
-1.2427999,-0.7835634,-0.7476207,-0.65097404,-0.7886815
-1.323553,-0.83375984,-0.78151256,-0.6893538,-0.7900398
-1.3581614,-0.94850177,-0.8357166,-0.6964539,-0.7948061
-1.4043062,-0.97779256,-0.8838514,-0.7125362,-0.8017305
-1.4562188,-0.97911334,-0.9070301,-0.7674389,-0.8036517
-1.5196677,-0.9651362,-0.9343353,-0.7864008,-0.8048378
-1.5254358,-1.0530905,-0.99763435,-0.8508079,-0.58829087
-1.5081316,-1.112053,-1.0103344,-0.8424514,-0.8147292
-1.5485082,-1.176319,-1.0582397,-0.90606123,-0.81728435
-1.5773486,-1.1316509,-1.0884511,-0.9729682,-0.81688654
-1.5888847,-1.133825,-1.1262938,-1.0669692,-0.815559
-1.5715805,-1.1464579,-1.1588613,-1.0576174,-0.69341606
-1.5600443,-1.1654571,-1.2029284,-1.1059078,-0.69489217
-1.5312039,-1.1608323,-1.2479846,-1.1130846,-0.68067247
-1.4792912,-1.2141042,-1.2758665,-1.0281994,-0.67483586
-1.5312039,-1.3140228,-1.3257998,-1.1349334,-0.6698557
-1.5658123,-1.2251155,-1.3377112,-1.0947826,-0.66762185
-1.5138997,-1.2221621,-1.3866383,-1.1760871,-0.63688606
-1.4562188,-1.2240206,-1.4393299,-1.1778717,-0.6578771
-1.4446827,-1.1956415,-1.4574442,-1.2244375,-0.634252
-1.4100742,-1.1909478,-1.4868137,-1.2039168,-0.63409853
-1.3696977,-1.1667261,-1.5028738,-1.162358,-0.75960636
-1.3004807,-1.1755167,-1.5455656,-1.2120574,-0.76378274
-1.2716403,-1.1777571,-1.5502007,-1.1320761,-0.7510319
-1.2427999,-1.2115473,-1.5603995,-1.1077363,-0.7364377
-1.2716403,-1.1211324,-1.5251484,-1.0912614,-0.74032116
-1.2716403,-1.2213073,-1.5332105,-1.1402335,-0.7298535
-1.2370318,-1.2615445,-1.5532357,-1.1535383,-0.7143204
-1.2427999,-1.2853342,-1.5324706,-1.1610649,-0.7016425
-1.2139595,-1.2177575,-1.5606388,-1.1541578,-0.6775532
-1.2774084,-1.2419633,-1.537551,-1.1355284,-0.64878154
-1.2658721,-1.2011901,-1.5143999,-1.1621361,-0.6298557
-1.2427999,-1.2107725,-1.5079495,-1.0599244,-0.6171883
-1.2831764,-1.1530132,-1.4600176,-1.1679432,-0.5254737
-1.2427999,-1.1747802,-1.476589,-1.0227888,-0.4864906
-1.0812936,-1.1148226,-1.3949451,-1.0005921,-0.4397088
-1.1159021,-1.1435308,-1.3729374,-0.9734322,-0.4118614
-1.040917,-1.1329318,-1.321964,-0.88191783,-0.36417755
-0.9197873,-1.2193547,-1.3101939,-0.8977175,-0.26293823
-0.97746813,-1.2538961,-1.2814491,-0.8383739,-0.12643264
-0.9370915,-1.2119073,-1.2587479,-0.8053703,-0.1007873
-0.9255554,-1.1937981,-1.199298,-0.6334868,-0.048499554
-0.86787456,-1.1752372,-1.1632425,-0.50542843,-0.007848697
-0.8851788,-1.1125968,-1.1455611,-0.59311,0.036251202
-0.75251293,-1.0648197,-1.10357,-0.37759018,0.07396463
-0.7640491,-0.9480087,-1.065947,-0.312343,0.116809785
-0.7294406,-0.9319868,-1.0087581,-0.28702942,0.17135252
-0.69483215,-0.79838264,-0.9355034,-0.15896964,0.19944163
-0.7121364,-0.7769754,-0.89185715,-0.15035051,0.20358998
-0.65445554,-0.76124746,-0.87233365,0.01541245,0.30377135
-0.6025428,-0.7179655,-0.8232939,0.14652145,0.35529888
-0.5794705,-0.70480776,-0.8074732,0.164424,0.3675653
-0.68329597,-0.6372617,-0.78266287,0.11757797,0.4833477
-0.5160216,-0.6006169,-0.73200446,0.27001882,0.5372636
-0.34297916,-0.58583426,-0.69862413,0.27741396,0.5945693
-0.13532825,-0.55582446,-0.6567933,0.24196696,0.6443269
-0.26222605,-0.49100158,-0.59373957,0.32533395,0.6893555
-0.14109634,-0.4584589,-0.5677544,0.36103517,0.74718887
-0.048807032,-0.40781376,-0.5126425,0.32497054,0.7467727
0.10116308,-0.3696512,-0.45670956,0.317899,0.8583816
0.23959704,-0.30999863,-0.40061298,0.32296836,0.9159422
0.26266935,-0.21871182,-0.2882794,0.35211396,0.9813312
0.14730774,-0.06197282,-0.2004987,0.33942163,1.0341442
0.57414573,0.065420255,-0.12761515,0.32492858,1.0886476
0.22806087,0.16469502,-0.059797883,0.37620306,1.1418817
0.56260955,0.26061988,0.00059884787,0.39610738,1.1644397
0.25690126,0.31919977,0.053969502,0.37731594,1.2186779
0.106931165,0.4025884,0.12452614,0.39273173,1.1332384
0.014641862,0.490419,0.17156589,0.37647665,1.189923
-0.2679941,0.533836,0.21948743,0.30063558,1.3643074
-0.031502787,0.48345098,0.24351168,0.27098763,1.4388741
-0.04303895,0.4578774,0.30322504,0.27667832,1.4051183
0.072322674,0.54221934,0.34864575,0.30207688,1.418988
0.031946108,0.6016841,0.4124244,0.2778092,1.4328187
0.072322674,0.5862676,0.46449602,0.30124938,1.4564896
-0.025734706,0.5844467,0.5121288,0.32840794,1.4688239
0.031946108,0.5350826,0.55008894,0.33451408,1.5253496
0.072322674,0.5596143,0.60331106,0.4461559,1.4896743
-0.09495168,0.5908062,0.66706276,0.39093757,1.5376031
-0.07187936,0.537412,0.6811297,0.37807512,1.4304899
-0.100719765,0.6166048,0.64682555,0.36555004,1.4872167
0.15307581,0.62434363,0.63387,0.29182076,1.3705719
0.08385884,0.46114135,0.6548511,0.23849559,1.5375232
0.16461198,0.6207927,0.6897349,0.29033488,1.4181786
0.15884389,0.43724704,0.66474724,0.30515277,1.4069647
0.2165247,0.4769574,0.6273762,0.25868917,1.387083
0.15884389,0.43998632,0.6198419,0.24905866,1.2399734
0.2165247,0.6135931,0.6054276,0.31470907,1.400456
0.2742055,0.55433714,0.5437059,0.32188803,1.2231226
0.31458208,0.5969777,0.5606273,0.29365104,1.3089557
0.25690126,0.5689478,0.51708186,0.20451444,1.2916653
0.20498854,0.612726,0.48756045,0.16961783,1.2424511
0.15307581,0.39138982,0.40015566,0.03863418,1.0773836
0.14730774,0.40955594,0.36130917,0.09053302,1.2013674
0.23382895,0.3836751,0.30430764,0.23246074,1.1021235
0.26266935,0.430578,0.2545846,0.24243414,0.97657967
0.29150978,0.20958212,0.16436177,0.15595931,1.0252118
0.34919056,0.30866522,0.16342938,0.063432574,1.0696651
0.378031,0.063274525,0.08953416,-0.062381208,0.98988295
0.45878413,0.15848523,0.09267455,0.009539366,0.959025
0.49339262,0.0704222,0.073213816,-0.064044505,0.93855643
0.48762453,0.1397493,0.07990736,0.10808039,0.8924618
0.45301604,-0.052741818,0.07283008,-0.046771675,0.9454901
0.38379908,0.08675377,0.08302063,0.016630232,0.70680773
0.3434225,0.09703413,0.08215475,-0.014397353,0.692997
0.29727784,0.04921206,0.062796205,-0.030158699,0.65172017
0.19345239,0.08782911,0.06411561,-0.032060325,0.61328876
0.16461198,-0.009528965,0.040128797,-0.27900922,0.55885714
0.106931165,-0.13828595,0.0049706995,-0.35012648,0.48786023
0.11269924,-0.06877146,-0.015264988,-0.43172193,0.42042446
0.12423541,-0.1104869,-0.009955078,-0.33401906,0.38365135
0.12423541,-0.051196694,-0.050830305,-0.30943984,0.3252183
0.10116308,-0.028997004,-0.06590384,-0.4007342,0.27540424
0.12423541,-0.041626275,-0.08260122,-0.4118333,0.21220022
0.106931165,-0.08295852,-0.07671915,-0.3508767,0.16549955
0.06078651,-0.07497406,-0.11514048,-0.27499282,0.10347059
0.026178025,-0.12284423,-0.13125728,-0.41319823,0.0798001
0.0031056998,-0.16078168,-0.13599727,-0.34238714,0.028089283
-0.0026623816,-0.1575782,-0.14516042,-0.46129408,0.0065334123
0.020409944,-0.17492217,-0.16050762,-0.5629732,-0.0248414
0.15884389,-0.22957778,-0.2064003,-0.56831455,-0.04807338
0.19922046,-0.18724288,-0.22681427,-0.5878344,-0.08821902
0.22229278,-0.28687674,-0.2787217,-0.49421674,-0.10932481
0.15307581,-0.21648529,-0.30190298,-0.44527906,-0.15634331
0.19922046,-0.3139757,-0.36035115,-0.33573756,-0.18052688
0.19345239,-0.2726423,-0.3756972,-0.44684467,-0.13981798
0.15884389,-0.3243323,-0.40823445,-0.4001665,-0.24648163
0.06655459,-0.26948977,-0.42487818,-0.40981203,-0.20440246
-0.019966625,-0.28233573,-0.4127007,-0.41255766,-0.29330903
-0.09495168,-0.24930523,-0.42106694,-0.37129295,-0.3269964
-0.0891836,-0.18686716,-0.43010968,-0.37338346,-0.34639093
-0.12956017,-0.28611037,-0.443982,-0.37254238,-0.3725097
-0.19877714,-0.35286373,-0.4423524,-0.36278605,-0.3826789
-0.24492179,-0.39433393,-0.45472273,-0.39940986,-0.40604645
-0.2679941,-0.40792516,-0.43982667,-0.41577667,-0.4181467
-0.3372111,-0.45788622,-0.44648495,-0.443679,-0.44172373
-0.40065998,-0.43717027,-0.45555216,-0.4588117,-0.45468506
-0.40642807,-0.42520365,-0.44851023,-0.43720818,-0.4775712
-0.41219616,-0.41456595,-0.4496186,-0.40790534,-0.4891227
-0.40065998,-0.4275055,-0.45341808,-0.41981062,-0.5053638
-0.40642807,-0.43803787,-0.45386434,-0.39312086,-0.50952995
-0.4237323,-0.4435349,-0.4510195,-0.38613552,-0.5207267
-0.44103655,-0.45759293,-0.4625394,-0.39317808,-0.5224459
-0.5044854,-0.5340304,-0.4450795,-0.38591248,-0.5459564
-0.57370245,-0.587123,-0.4646765,-0.36203057,-0.5542656
-0.614079,-0.5442989,-0.4442719,-0.35663188,-0.5727319
-0.57370245,-0.4812719,-0.4502328,-0.34553704,-0.5755244
-0.46987697,-0.47869626,-0.44972354,-0.34414327,-0.5825472
-0.47564504,-0.5159948,-0.4604979,-0.3516334,-0.581948
-0.5044854,-0.5310504,-0.4522646,-0.35014302,-0.5975775
-0.54486203,-0.56571573,-0.4563731,-0.34287918,-0.60003066
-0.5275578,-0.54048425,-0.4577374,-0.3230395,-0.6002202
-0.49294928,-0.54491794,-0.4643504,-0.33899474,-0.5997975
-0.48718122,-0.5019574,-0.45747957,-0.3499083,-0.59779704
-0.51025355,-0.49640268,-0.46227163,-0.34168768,-0.50896066
-0.48141313,-0.45314246,-0.45841077,-0.36531052,-0.58546424
-0.52178967,-0.5241498,-0.4804799,-0.40248036,-0.5721259
-0.6025428,-0.46195447,-0.46908507,-0.40382814,-0.5661799
-0.59677476,-0.5408079,-0.5051404,-0.39737958,-0.55072266
-0.5794705,-0.55873334,-0.50828683,-0.3901337,-0.5350454
-0.5852386,-0.5386064,-0.51172507,-0.369986,-0.5253941
-0.57370245,-0.5715443,-0.51241505,-0.38588613,-0.51655877
-0.5852386,-0.6619347,-0.5222529,-0.39229167,-0.4938956
-0.56793433,-0.7096392,-0.5329889,-0.4068644,-0.4461488
-0.6775279,-0.6828888,-0.52968913,-0.43852642,-0.46374494
-0.689064,-0.67151684,-0.5365594,-0.49171537,-0.4535403
-0.6256152,-0.691385,-0.5406593,-0.47151884,-0.4503567
-0.5852386,-0.70476276,-0.5468574,-0.50204164,-0.28862846
-0.65445554,-0.708196,-0.5483784,-0.5217834,-0.26334962
-0.68329597,-0.715766,-0.5586358,-0.5495814,-0.24335286
-0.72367257,-0.7613228,-0.5742448,-0.52302665,-0.22441807
-0.75828105,-0.72509944,-0.5811342,-0.53393847,-0.1969538
-0.7006002,-0.7750994,-0.59934974,-0.53958166,-0.13930798
-0.7006002,-0.795866,-0.5997638,-0.5501832,-0.118215084
-0.72367257,-0.81004727,-0.60988384,-0.5721123,-0.095125854
-0.7467449,-0.79508495,-0.6069256,-0.60949594,-0.060058326
-0.69483215,-0.8280026,-0.62271667,-0.612532,0.017704574
-0.7467449,-0.83749086,-0.62176746,-0.62884825,-0.056117952
-0.689064,-0.8449746,-0.6434556,-0.63993806,-0.031701654
-0.69483215,-0.79101133,-0.6513434,-0.69994086,-0.027606191
