trues,TDIformer,iTransformer,TimesNet,Informer
2.3660858,2.290428,2.270721,2.4589605,1.1986082
2.3315856,2.334504,2.292018,2.439968,1.2004215
2.3430576,2.3402014,2.3021092,2.4435685,1.202774
2.3531127,2.3664215,2.3272789,2.4098551,1.2039728
2.349523,2.3826454,2.3460753,2.4155567,1.2050818
2.381987,2.3825226,2.3418615,2.4324756,1.2069582
2.2711606,2.3897517,2.3425236,2.4498792,1.208372
2.329434,2.3877752,2.3384604,2.4690793,1.2112192
2.310877,2.3897812,2.3392613,2.4609623,1.2131935
2.3943093,2.3673716,2.324497,2.4533863,1.2153935
2.379447,2.3333507,2.3183794,2.4422529,1.2170699
2.3667994,2.3059661,2.3130224,2.4568057,1.2205206
2.3531127,2.2907708,2.3060231,2.450304,1.2236952
2.2612944,2.2658398,2.3032544,2.4497359,1.2262878
2.298072,2.213581,2.2936583,2.4441986,1.2269142
2.257075,2.273843,2.2967525,2.448872,1.2294447
2.250043,2.3118958,2.2978883,2.454853,1.2295935
2.2838922,2.3355649,2.2992778,2.4526556,1.2301325
2.2381194,2.3048635,2.3027813,2.4453948,1.2302157
2.2227325,2.305785,2.3076613,2.4242098,1.2304434
2.2577784,2.219913,2.2981184,2.4335346,1.2307118
2.2388122,2.227132,2.308434,2.4490244,1.231569
2.2374163,2.2612584,2.3095617,2.4452562,1.2321512
2.2374163,2.3093657,2.3139796,2.4322114,1.2315438
2.259888,2.2934213,2.3102255,2.3636012,1.231696
2.203231,2.2915802,2.3121881,2.385184,1.2311774
2.2945244,2.2587721,2.304626,2.3920712,1.2317615
2.288143,2.222015,2.310153,2.4260616,1.232564
2.234614,2.2759223,2.3093607,2.4409816,1.2334106
2.2276235,2.3276036,2.3065836,2.4453187,1.2347302
2.234614,2.2722752,2.301726,2.450483,1.2344701
2.1831312,2.226198,2.2927334,2.4469059,1.2365965
2.2402186,2.2100601,2.2893143,2.4483132,1.2358932
2.2874293,2.182428,2.2834039,2.4458768,1.2367718
2.2860124,2.1710448,2.2919543,2.4489682,1.2381569
2.2584815,2.2681448,2.3134515,2.4571593,1.2389569
2.278235,2.1926124,2.3076363,2.4516435,1.2400601
2.2895598,2.215032,2.3123999,2.4580472,1.240463
2.3480852,2.2353694,2.3185172,2.453228,1.2409729
2.3366027,2.2683685,2.3307314,2.4578235,1.2420893
2.3258653,2.3044112,2.3428683,2.4528687,1.243815
2.3208587,2.3300545,2.350199,2.449207,1.2439963
2.350961,2.3400235,2.3496516,2.4432988,1.2467972
2.3322992,2.3417075,2.3548374,2.4064083,1.2483404
2.236713,2.3099878,2.3540525,2.4140773,1.2507372
2.2115858,2.292703,2.3570547,2.3892643,1.251819
2.208101,2.207348,2.358274,2.4238942,1.2524058
2.243021,2.1807346,2.3517137,2.3975773,1.2532415
2.264821,2.2141738,2.3549237,2.3917909,1.253717
2.1789854,2.2465332,2.3555036,2.3750265,1.2553443
2.159001,2.2609234,2.3608148,2.3402674,1.2567049
2.1504157,2.2867966,2.347523,2.3789554,1.2573818
2.1921368,2.2826703,2.3349066,2.2779133,1.2579304
2.250746,2.1843023,2.3145747,2.3156538,1.2596158
2.215763,2.1848793,2.316074,2.2813258,1.262525
2.183824,2.2420924,2.3015625,2.324461,1.2648292
2.217159,2.2840545,2.2764018,2.3741064,1.2669561
2.310877,2.1825454,2.226885,2.3483455,1.2687694
2.3126614,2.1889455,2.251025,2.3417714,1.2709813
2.2902632,2.2756238,2.280775,2.3213844,1.2723253
2.2814152,2.358656,2.2894742,2.3925087,1.2738029
2.3009164,2.322442,2.2891555,2.3903944,1.2760607
2.2874293,2.3023353,2.2843227,2.4124582,1.2772132
2.2672875,2.3122365,2.2905312,2.4165626,1.2790384
2.2718744,2.3446698,2.2973022,2.4092171,1.2810329
2.2718744,2.3753612,2.3162339,2.4328773,1.2812576
2.2877862,2.389882,2.319845,2.4274418,1.282687
2.3169334,2.3646772,2.312836,2.4362288,1.2836586
2.3194313,2.2999203,2.290738,2.4381318,1.2852875
2.403766,2.330768,2.302569,2.4434855,1.2870917
2.4055817,2.312302,2.3220503,2.4527075,1.289796
2.4019396,2.329099,2.3286886,2.4594507,1.2918984
2.4019396,2.2936802,2.3160868,2.4633553,1.2945935
2.4190795,2.3069935,2.351366,2.457704,1.2969202
2.4579566,2.2913635,2.3588507,2.462153,1.2989976
2.520659,2.295866,2.3918378,2.4562638,1.3019433
2.523283,2.2832048,2.4049106,2.4724054,1.3045087
2.5468988,2.359918,2.4307888,2.4512684,1.3080417
2.5468988,2.3171985,2.4368994,2.345859,1.3107371
2.5247734,2.4061768,2.452301,2.2664323,1.3132644
2.5035088,2.3961885,2.4612207,2.2502544,1.3153228
2.44618,2.44277,2.4720461,2.2958212,1.3174722
2.4092238,2.43732,2.4764576,2.295418,1.319641
2.3162196,2.4476511,2.4741604,2.2823405,1.3226779
2.307319,2.4373531,2.4626415,2.3079743,1.3249289
2.2973585,2.3911994,2.4510226,2.3434265,1.3280948
2.286726,2.3868823,2.4383924,2.3786085,1.3303827
2.2272773,2.3566923,2.4313483,2.5088725,1.332186
2.2426746,2.3500152,2.408671,2.4835248,1.3349601
2.2796414,2.3058941,2.3973994,2.4944768,1.3381065
2.2686942,2.2718465,2.3709583,2.4852176,1.3409094
2.3423333,2.2840896,2.356497,2.5005796,1.3441874
2.3477178,2.2929893,2.3670132,2.5018373,1.347125
2.415784,2.2967696,2.368345,2.5116167,1.3500692
2.3990324,2.2940884,2.3758643,2.504713,1.353275
2.3631992,2.305271,2.3700542,2.5043457,1.3566034
2.3946764,2.361349,2.3764594,2.5036614,1.3589231
2.3946764,2.3777118,2.3921776,2.432359,1.3616799
2.4293132,2.3839777,2.4001741,2.5184338,1.365047
2.4212627,2.4000552,2.4059217,2.4655733,1.3684237
2.4756737,2.41174,2.4094274,2.4246776,1.3712546
2.5035088,2.3885815,2.422211,2.33826,1.3742205
2.4520683,2.3969133,2.4323366,2.3377366,1.3759937
2.445078,2.4388587,2.4405806,2.506013,1.3801993
2.445078,2.4682987,2.445907,2.4106703,1.3836775
2.4771535,2.4074275,2.4494214,2.3563938,1.3883369
2.4712338,2.4378388,2.4569435,2.339198,1.3920163
2.491239,2.421764,2.464086,2.5418954,1.3952191
2.4908717,2.4278162,2.4703927,2.5604987,1.3976204
2.4260173,2.4578001,2.475354,2.5645263,1.3997161
2.450221,2.4651675,2.4732955,2.5572996,1.4035981
2.450221,2.4019358,2.4636252,2.5570433,1.4068838
2.445078,2.4198067,2.473346,2.5709028,1.4107089
2.4778986,2.4611526,2.4773006,2.534558,1.4136734
2.5102155,2.446075,2.4756436,2.57238,1.4169433
2.4686518,2.4089298,2.4698613,2.558041,1.420067
2.4531703,2.4850824,2.484662,2.3277597,1.4235716
2.451701,2.4974737,2.4706385,2.2826903,1.4273835
2.451701,2.5139878,2.458287,2.266911,1.4312464
2.3845165,2.5053794,2.4550128,2.3045259,1.4349426
2.4542725,2.5133412,2.4534507,2.2937384,1.4382459
2.391045,2.4755843,2.4600906,2.2899566,1.4401556
2.4712338,2.510384,2.4631548,2.2746987,1.4426631
2.551412,2.4269183,2.464349,2.303301,1.446135
2.5360146,2.4370794,2.4786258,2.3270001,1.4492131
2.5341358,2.5101407,2.4865477,2.3573718,1.4524289
2.5423856,2.529664,2.4809954,2.3655963,1.4561937
2.5255187,2.4863513,2.4696207,2.3512042,1.4589444
2.5083473,2.4823387,2.47932,2.3829198,1.4610751
2.379447,2.4905207,2.476043,2.382154,1.4628322
2.4296803,2.5297382,2.463453,2.3827755,1.4642298
2.4406698,2.4825277,2.4653382,2.3681664,1.467164
2.4406698,2.5174222,2.4660628,2.3824027,1.4688131
2.4498537,2.5356011,2.4651499,2.3803873,1.4727114
2.5020182,2.5293033,2.4651346,2.3808205,1.4759994
2.4845636,2.4992743,2.462489,2.3928819,1.4780453
2.5548022,2.4810002,2.463519,2.3443415,1.4805174
2.539384,2.4578664,2.4657667,2.3561978,1.4830261
2.5345137,2.4461658,2.467526,2.3231208,1.4863354
2.5318897,2.5107539,2.4760697,2.3190522,1.4880849
2.5360146,2.5536897,2.4944954,2.3004324,1.4913937
2.56724,2.5817504,2.4967835,2.302129,1.4933788
2.4425066,2.5509205,2.5016804,2.3091695,1.4950638
2.4263847,2.5602527,2.4977498,2.3271716,1.4963893
2.4616406,2.5543895,2.5043237,2.5587811,1.4984771
2.4590585,2.5221558,2.4927502,2.4601989,1.5000968
2.4590585,2.5288253,2.5022154,2.438679,1.502661
2.4634879,2.5207806,2.49537,2.422729,1.505296
2.3155057,2.4708629,2.4836488,2.4051998,1.5069003
2.305178,2.5260732,2.4617307,2.397088,1.5070821
2.361394,2.5169165,2.4327548,2.323658,1.5075907
2.3187177,2.4416187,2.3868678,2.3173354,1.5080713
2.3244379,2.4299643,2.3223467,2.306818,1.5097691
2.299489,2.4135797,2.3013508,2.3271458,1.510863
2.3725827,2.4336426,2.3011482,2.3319457,1.5123621
2.3816197,2.4310257,2.2949367,2.2888222,1.5133896
2.3448524,2.4592187,2.297228,2.3026404,1.5143967
2.2669308,2.5235877,2.3014848,2.278604,1.5143667
2.2892032,2.534664,2.3025265,2.2722754,1.5148298
2.292037,2.515456,2.2982876,2.2701778,1.5159879
2.3272927,2.4894764,2.2953024,2.2706563,1.5174178
2.3251517,2.447474,2.2914894,2.2939124,1.5193509
2.329077,2.4709527,2.3043604,2.298731,1.5201372
2.2973585,2.4888465,2.3104386,2.2923443,1.5196584
2.345923,2.5127325,2.3123977,2.2755263,1.5213771
2.348442,2.441972,2.307198,2.2760544,1.5222672
2.348442,2.4634686,2.3106687,2.2735264,1.5241601
2.3319426,2.4946516,2.3072243,2.2751927,1.5254937
2.3101635,2.4490602,2.3026986,2.2811356,1.5273061
2.2973585,2.3946092,2.2959201,2.2698576,1.5277634
2.3950438,2.3644443,2.2937136,2.265879,1.5281663
2.4238238,2.347999,2.3020306,2.26421,1.5284085
2.4406698,2.3884227,2.321227,2.2765524,1.5294013
2.4406698,2.4307592,2.338763,2.2923353,1.5303771
2.4238238,2.440184,2.339813,2.2857306,1.5309249
2.452803,2.3969827,2.3385246,2.2868779,1.53213
2.4381087,2.4231572,2.3459122,2.2828116,1.532746
2.4458127,2.4428873,2.3539076,2.2790463,1.5334439
2.4406698,2.459087,2.3677077,2.2715116,1.533341
2.4509556,2.525056,2.3784773,2.2764473,1.5339798
2.4509556,2.4950094,2.3827603,2.284487,1.5351868
2.4638553,2.4958885,2.3806264,2.2899647,1.5351279
2.5012732,2.4783509,2.3853793,2.2969599,1.5369864
2.5202918,2.5127766,2.3970985,2.2939415,1.5377834
2.4609058,2.493143,2.4035685,2.3096519,1.5387901
2.5113282,2.5042667,2.395407,2.3194044,1.5389389
2.4867887,2.500502,2.409764,2.318442,1.5397831
2.5124512,2.5116334,2.4205914,2.3131576,1.5397694
2.5427635,2.5204191,2.4420986,2.3061218,1.5403101
2.6074498,2.4309938,2.4294903,2.31625,1.5407017
2.6564972,2.5258954,2.490215,2.3269856,1.5410827
2.7244267,2.5307438,2.5160432,2.3411934,1.5413194
2.6692288,2.5650983,2.5341089,2.3321826,1.5424165
2.6788955,2.5739627,2.5395918,2.3752203,1.5425521
2.678119,2.6024964,2.5546741,2.3823752,1.5419838
2.5397615,2.5997593,2.557665,2.4112906,1.5423595
2.591475,2.6108463,2.5639613,2.4130046,1.5430608
2.5214043,2.6147876,2.5659091,2.4044807,1.5429775
2.506479,2.615376,2.5674148,2.365707,1.542832
2.5173004,2.5960014,2.5605295,2.3357074,1.5425537
2.5005279,2.5965827,2.5620122,2.401145,1.5425136
2.49867,2.526913,2.556942,2.3889654,1.5422047
2.488636,2.512464,2.5577173,2.4030113,1.5418751
2.4845636,2.520982,2.55644,2.3944798,1.5418055
2.5431414,2.4767704,2.5466669,2.3802989,1.5413343
2.611648,2.480012,2.5548892,2.394751,1.5404973
2.5748074,2.4984853,2.5679398,2.3689451,1.5412952
2.563472,2.5078597,2.5618727,2.3714776,1.5410535
2.563472,2.5430818,2.5643995,2.4083939,1.5421752
2.6561089,2.5443504,2.5691538,2.3832788,1.5407623
2.657652,2.592353,2.5846443,2.3717122,1.5423819
2.5812416,2.6405258,2.595504,2.4184823,1.5410517
2.5816193,2.644604,2.5984433,2.4544134,1.5407089
2.626164,2.6041691,2.5946176,2.4332569,1.540111
2.619667,2.6189017,2.6052964,2.467832,1.5400484
2.619667,2.6047683,2.6121683,2.450621,1.5398239
2.6025062,2.6218495,2.6125581,2.4587264,1.5401487
2.5360146,2.675267,2.618726,2.4561856,1.5398469
2.4675393,2.6434984,2.6167388,2.4284658,1.538952
2.514309,2.6233692,2.615217,2.4451218,1.5373757
2.388148,2.5617707,2.6124003,2.4303362,1.5365089
2.3779986,2.580213,2.6100667,2.4676535,1.5349025
2.3779986,2.4954104,2.5999634,2.4456336,1.5336632
2.3098066,2.4735873,2.5863092,2.447034,1.5325253
2.2672875,2.3674028,2.5499284,2.4093752,1.5328355
2.2902632,2.3141363,2.4069557,2.3721917,1.5319543
2.2535589,2.3059,2.3238637,2.4081693,1.5307351
2.138765,2.2817423,2.301412,2.3771658,1.5297749
2.127146,2.2775512,2.294592,2.3552728,1.5283701
2.127146,2.2461996,2.2689898,2.2993479,1.5272777
2.2311187,2.253162,2.2542615,2.318287,1.5258621
2.2451308,2.2298923,2.237131,2.3350494,1.5247043
2.1408222,2.238249,2.2344356,2.2431471,1.524794
2.2108824,2.2535956,2.2189856,2.2296007,1.5224043
2.1476657,2.2318828,2.2159846,2.2027192,1.5212333
2.1638188,2.2129133,2.2043583,2.2042236,1.5197599
2.1638188,2.208348,2.193014,2.204005,1.5187501
2.1486943,2.225555,2.192043,2.1893907,1.5167943
2.1552227,2.2325516,2.1881418,2.2012947,1.51514
2.190405,2.2179449,2.1696799,2.1566017,1.514242
2.146637,2.1977963,2.167079,2.159509,1.5123692
2.0210114,2.178695,2.166814,2.149084,1.5108606
2.172772,2.20087,2.1662707,2.1582365,1.5086097
2.0333335,2.1783214,2.1676824,2.144294,1.5073999
1.9931552,2.174505,2.162837,2.1395657,1.5056028
2.085047,2.1541238,2.1559622,2.138294,1.5035539
1.9266006,2.1452003,2.159405,2.1509118,1.5020335
1.9425648,2.152821,2.1534245,2.144634,1.4989274
1.9425648,2.0885487,2.1509051,2.127698,1.4978355
1.9540055,2.0629065,2.1527643,2.148726,1.4948226
1.9113395,2.0375843,2.1417148,2.1040404,1.4929948
2.0420241,2.0251303,2.10321,2.0952039,1.4910588
2.104349,1.9914403,2.0900514,2.1065907,1.4897914
2.1176052,1.9846556,2.0885444,2.0905852,1.4868958
2.1135223,2.016255,2.1096044,2.077011,1.4863808
2.1135223,2.0359387,2.118261,2.05291,1.4860171
2.0547452,2.0173302,2.1080973,2.0676904,1.4848013
2.0691981,2.066061,2.1274738,2.0863833,1.4834139
2.104349,2.0307934,2.1296794,2.1052964,1.4823223
1.7881279,2.0340297,2.1409032,2.1175835,1.4816755
1.7991487,2.0517766,2.097865,2.1458359,1.478384
1.8064014,1.9205244,2.0623345,2.101948,1.4751099
1.7874982,1.8902087,2.0152872,2.0550733,1.4721651
1.8365246,1.8838141,1.9882466,2.0232658,1.4688736
1.83939,1.8288512,1.9604163,1.9755166,1.4659023
1.7843494,1.8072978,1.9646248,1.9472045,1.463254
1.7912662,1.8019247,1.920328,1.9540437,1.4603896
1.7912662,1.7367508,1.8698666,1.9010577,1.4569848
1.8626909,1.718531,1.8423034,1.8862513,1.4529657
1.796934,1.7649958,1.8197885,1.8992611,1.4499054
1.820004,1.819684,1.8074455,1.9038825,1.4460924
1.8929087,1.864138,1.7460635,1.8948914,1.4420034
1.7421663,1.8799844,1.6996613,1.90025,1.4385315
1.7555591,1.9284903,1.658945,1.9012375,1.4354036
1.7555591,1.9471282,1.6106806,1.8724473,1.4314036
1.8524574,1.9471879,1.5877602,1.9051144,1.4273522
1.9145827,1.8801401,1.6089442,1.9313518,1.4244491
1.8553333,1.8522539,1.5990856,1.92841,1.4220052
1.8451208,1.8723575,1.5727761,1.9119717,1.4188676
1.8307939,1.8496768,1.5897169,1.8948894,1.4157773
1.829209,1.8330988,1.6162558,2.0401545,1.4124542
1.829209,1.8679675,1.6586852,2.0888546,1.4093889
1.8575795,1.7499076,1.6580248,2.1077006,1.4054104
1.9415888,1.7375704,1.7085439,2.054974,1.4011023
1.954992,1.7204518,1.7436397,2.0945008,1.398515
1.9556428,1.7320442,1.7932459,2.0873823,1.3967209
1.9984452,1.720914,1.8267998,2.04243,1.3940231
1.989849,1.735472,1.8553221,2.0674868,1.3921659
1.989849,1.7925375,1.9006823,2.0730388,1.3898915
2.0230055,1.8661855,1.9369041,2.0103686,1.3863978
2.0544095,1.8175511,1.9847951,1.9894538,1.384284
1.9750183,1.8798081,2.1054854,2.1684818,1.3811823
2.1397936,1.9231101,2.193208,2.1258361,1.3780129
2.1483583,1.8923908,2.3150299,2.1517313,1.3752275
2.1514442,2.1107478,2.3989677,2.1396227,1.3749303
2.1514442,2.339843,2.4197922,2.2357244,1.3731667
2.07728,2.4580872,2.4345863,2.3264184,1.3715194
2.0286734,2.418673,2.4250267,2.2622674,1.3698684
2.0200143,2.4570763,2.4110548,2.327753,1.3677886
1.9366871,2.4588234,2.381357,2.2996526,1.3652225
1.90098,2.4340658,2.3562114,2.3055499,1.3631259
1.8854985,2.4015608,2.3343632,2.4985318,1.3603438
1.8854985,2.393622,2.3164325,2.4198706,1.357242
1.8518171,2.296841,2.2887757,2.4858596,1.352958
1.9628534,2.267702,2.2653568,2.358205,1.3503661
2.0256715,2.1839933,2.2410772,2.36202,1.3477238
2.0904524,2.1495986,2.2294874,2.2865677,1.345804
2.1009588,2.1827064,2.2413738,2.1800647,1.3431084
2.1009588,2.1663008,2.2233567,2.2642367,1.341037
2.1009588,2.2001498,2.2246752,2.2931268,1.3391067
2.0762725,2.2826667,2.2067766,2.3868833,1.3372967
2.0117016,2.3050911,2.1948771,2.3314993,1.3351178
2.0941784,2.276818,2.163593,2.4248824,1.3320156
2.1332967,2.2678113,2.1667664,2.353588,1.3292973
2.16003,2.2682965,2.1641097,2.3129582,1.3280184
2.1686366,2.247726,2.1450512,2.3514035,1.3268112
2.1669152,2.2490218,2.1607041,2.3373516,1.326103
2.1339788,2.2792354,2.1682458,2.3389425,1.3246989
2.0403554,2.2592049,2.1671183,2.332156,1.3247051
1.9500799,2.2490323,2.1666918,2.3392522,1.3227665
1.8993636,2.2227314,2.1586564,2.2780354,1.3217798
1.8652624,2.09371,2.1294658,2.212535,1.3204457
1.8530977,2.105175,2.1148689,2.2094274,1.3186991
1.8530977,1.9964029,2.042571,2.2322285,1.3164779
1.9003398,1.9577717,1.949251,2.2372248,1.3150536
1.8384348,1.9661244,1.9643335,2.150909,1.3141749
1.8464012,1.9913602,1.8346047,2.1113222,1.3134755
1.8225441,1.9651891,1.7383459,2.1180928,1.311618
1.7849791,1.9553015,1.74326,2.0868983,1.3096666
1.7730558,1.912893,1.7549899,2.0882568,1.3085451
1.7743154,1.8667219,1.7624475,2.0147913,1.3075083
1.8614104,1.798552,1.7784204,1.9889674,1.3051292
1.8368394,1.8921338,1.8041698,1.9024261,1.304532
1.9661387,1.8683981,1.8131706,1.9472177,1.3011792
1.9386499,1.9821489,1.8360722,1.9287633,1.3009253
2.0621343,1.9447538,1.8372258,1.840357,1.3001653
2.0611267,2.0778472,1.8688834,1.9159373,1.300327
2.0611267,2.061213,1.8883247,1.8563637,1.3000664
2.088091,2.1421561,1.9282055,1.8689595,1.2996348
2.1302214,2.1252348,1.9577152,1.8446126,1.2979923
2.1514442,2.1452003,2.0026371,2.0050957,1.2982417
2.2122786,2.1854835,2.052529,2.0466957,1.2989348
2.2129712,2.1521826,2.0591311,2.1065245,1.2992661
2.1973324,2.148286,2.089696,2.2448514,1.2999102
2.1973324,2.1700535,2.1332376,2.2710276,1.3003927
2.240565,2.184593,2.1562617,2.2832808,1.3012106
2.3133752,2.114526,2.1577377,2.270489,1.3033463
2.3105202,2.143517,2.1769125,2.295513,1.3040274
2.4344351,2.2001386,2.192709,2.2948358,1.305822
2.4653246,2.2086172,2.2192616,2.335051,1.3063729
2.44618,2.1985517,2.2336936,2.3742032,1.3078742
2.44618,2.2206476,2.2348535,2.396392,1.3080428
2.4583237,2.1307032,2.2410376,2.4145193,1.308857
2.3664424,2.095325,2.2430527,2.4306903,1.3089492
2.3212156,2.1353889,2.2522686,2.448436,1.3087633
2.3470042,2.160792,2.269481,2.453289,1.307876
2.3480852,2.1575387,2.287651,2.46236,1.3095912
2.353837,2.214599,2.3045049,2.4729903,1.3099142
2.3527558,2.2370791,2.3111625,2.4796844,1.3110746
2.3943093,2.2103465,2.3103316,2.489145,1.312088
2.345923,2.1542304,2.316643,2.4964097,1.3134402
2.340906,2.1023293,2.307426,2.5015986,1.3138288
2.3761933,2.1209855,2.3145933,2.5039487,1.3155757
2.4041228,2.1431375,2.3297005,2.5210357,1.3164998
2.3924935,2.137807,2.325181,2.5370286,1.3186035
2.3924935,2.156347,2.331577,2.5380082,1.3194828
2.4063165,2.20001,2.3421063,2.5378714,1.3212268
2.3682477,2.290736,2.3550835,2.5385914,1.3235813
2.3646371,2.3240726,2.3589463,2.5586338,1.3247285
2.3675237,2.3643918,2.360866,2.5656166,1.3261169
2.4041228,2.3634958,2.356933,2.5743482,1.3284858
2.3990324,2.3816416,2.361381,2.5861278,1.3301156
2.3990324,2.422877,2.3707802,2.5904355,1.332308
2.4447105,2.4345555,2.3765247,2.5923564,1.3331802
2.445078,2.4330702,2.384265,2.6059744,1.3350908
2.4957,2.4581761,2.3945942,2.6295009,1.3355222
2.594141,2.4532661,2.4070115,2.636666,1.3395519
2.5804753,2.4331033,2.4163249,2.649567,1.3430464
2.587686,2.4881928,2.4328897,2.6682916,1.3461691
2.587686,2.4965324,2.4431038,2.6853137,1.348684
2.5506563,2.5201933,2.4593103,2.6981606,1.3511091
2.603262,2.4975216,2.464348,2.7098312,1.3528055
2.4612732,2.5143704,2.4790895,2.7269888,1.3546965
2.4271195,2.4811335,2.4810715,2.7344165,1.3555877
2.3559885,2.506207,2.4984186,2.7369502,1.3571444
2.353837,2.473384,2.4975555,2.7441983,1.3577843
2.353837,2.4542027,2.5093427,2.7457438,1.3588601
2.3653615,2.3971808,2.520142,2.7486548,1.3593674
2.3194313,2.402138,2.541212,2.746501,1.3608087
2.3319426,2.423787,2.5415509,2.7473845,1.3612292
2.3366027,2.3747969,2.5305777,2.747771,1.3614084
2.3002028,2.3616362,2.5256345,2.7514374,1.362679
2.3423333,2.3737707,2.5046978,2.759152,1.3638184
2.3423333,2.373859,2.5138116,2.7522705,1.3636945
2.3581507,2.4055622,2.5128222,2.7425408,1.3638216
2.3769174,2.443224,2.5183885,2.738155,1.3645248
2.4645898,2.4720457,2.510305,2.7568052,1.365314
2.4168859,2.496351,2.5220025,2.7516398,1.3674426
2.323,2.5270789,2.4941611,2.750578,1.3688393
2.3258653,2.520314,2.4910688,2.76556,1.3706676
2.3201451,2.547893,2.4839087,2.7679377,1.3711622
2.3062484,2.5098095,2.481759,2.7638996,1.3721443
2.290977,2.4439175,2.4473875,2.74607,1.3729419
2.333013,2.2353477,2.4168684,2.757112,1.3730878
2.353837,2.2063565,2.4604828,2.7537384,1.3735917
2.4012156,2.181048,2.4461496,2.7596097,1.3742967
2.4063165,2.1007438,2.409415,2.7718654,1.3738829
2.4201713,2.127174,2.3947341,2.779674,1.3751612
2.4476495,2.1561165,2.4099963,2.7841947,1.3758924
2.4146922,2.1542768,2.4050763,2.7775996,1.3771949
2.3722153,2.0967817,2.3868623,2.7842305,1.3772727
2.2796414,2.1170995,2.4164462,2.7866447,1.378253
2.234614,2.0727232,2.3980153,2.7847157,1.3777409
2.2655244,2.097632,2.405498,2.7902489,1.3769819
2.2655244,2.1301687,2.4212093,2.776821,1.3762176
2.2556686,2.1579092,2.438298,2.7913277,1.3748513
2.2623546,2.1238575,2.4395092,2.7761276,1.3747989
2.1976786,2.1011207,2.4419982,2.7695303,1.3745779
2.183824,2.0901582,2.423592,2.7276504,1.374021
2.2213364,2.096189,2.4158778,2.6835842,1.3740994
2.1973324,2.1136923,2.397523,2.6952019,1.3749486
2.1973324,2.177674,2.3936608,2.6786923,1.3741908
2.2524989,2.229966,2.3888342,2.6532016,1.3735061
2.3190744,2.2408535,2.3851357,2.5855749,1.373951
2.241625,2.3055685,2.389448,2.6511505,1.373345
2.2771642,2.367559,2.3741367,2.5731971,1.3737806
2.3473608,2.3730905,2.390107,2.4135094,1.3735334
2.359232,2.3981931,2.3944273,2.4879613,1.3746564
2.359232,2.5320792,2.4243217,2.410226,1.37419
2.3423333,2.543797,2.420891,2.4086094,1.3736233
2.3946764,2.5411198,2.4168627,2.2829247,1.3731035
2.2962983,2.5471473,2.4306812,2.4080663,1.37171
2.3066053,2.5832555,2.4378755,2.3417435,1.3708367
2.3322992,2.544317,2.4077277,2.371648,1.3696967
2.3412628,2.5200727,2.3931472,2.4218643,1.3692145
