,OT
198,457.3
199,459.1
200,457.2
201,455.3
202,457.0
203,459.2
204,463.1
205,466.5
206,459.3
207,453.6
208,450.3
209,449.4
210,451.4
211,452.8
212,451.2
213,448.4
214,447.1
215,445.3
216,445.7
217,441.9
218,440.7
219,440.4
220,440.7
221,436.8
222,435.3
223,439.8
224,439.3
225,439.0
226,438.9
227,438.6
228,438.9
229,437.7
230,436.4
231,436.8
232,434.5
233,432.3
234,432.3
235,434.5
236,434.5
237,434.5
238,435.9
239,437.8
240,438.2
241,437.9
242,436.7
243,437.5
244,441.1
245,441.2
246,441.6
247,440.9
248,439.9
249,440.2
250,439.9
251,441.2
252,444.7
253,445.8
254,448.9
255,449.5
256,447.1
257,449.3
258,447.5
259,450.5
260,447.8
261,441.5
262,441.3
263,437.6
264,444.3
265,446.7
266,448.3
267,448.9
268,449.2
269,448.1
270,447.2
271,445.8
272,444.9
273,443.9
274,442.9
275,441.9
276,438.9
277,437.7
278,439.0
279,439.0
280,438.6
281,439.4
282,436.1
283,435.0
284,435.9
285,436.9
286,437.0
287,434.9
288,436.4
289,437.0
290,436.4
291,435.2
292,433.5
293,433.3
294,432.2
295,431.2
296,430.9
297,430.3
298,430.2
299,431.1
300,431.2
301,431.3
302,431.4
303,430.5
304,430.2
305,429.6
306,428.8
307,428.4
308,427.5
309,427.9
310,428.1
311,429.2
312,429.4
313,430.2
314,430.1
315,430.7
316,430.6
317,430.4
318,430.9
319,431.1
320,432.0
321,433.8
322,433.9
323,434.1
324,433.9
325,433.5
326,433.1
327,433.1
328,433.7
329,433.9
330,434.5
331,433.4
332,433.8
333,434.3
334,433.7
335,432.9
336,432.3
337,432.3
338,433.1
339,434.4
340,435.8
341,435.8
342,434.5
343,435.1
344,435.5
345,435.4
346,436.4
347,436.0
348,435.3
349,435.4
350,435.7
351,435.4
352,434.5
353,434.7
354,434.1
355,436.1
356,438.9
357,434.4
358,433.7
359,431.7
360,432.3
361,433.8
362,430.5
363,425.8
364,421.8
365,422.7
366,422.0
367,422.3
368,422.2
369,422.8
370,423.4
371,423.4
372,424.0
373,424.3
374,424.5
375,424.8
376,425.1
377,425.2
378,425.5
379,425.5
380,425.8
381,426.0
382,425.7
383,426.0
384,426.0
385,425.9
386,425.7
387,425.8
388,425.4
389,426.1
390,425.8
391,426.1
392,425.9
393,426.1
394,425.6
395,426.3
396,425.8
397,425.8
398,425.8
399,425.5
400,425.6
401,425.3
402,425.3
403,425.0
404,424.7
405,424.5
406,424.4
407,423.9
408,423.6
409,423.3
410,423.3
411,423.1
412,423.0
413,422.8
414,422.9
415,422.9
416,422.8
417,422.8
418,422.7
419,422.9
420,422.9
421,422.9
422,423.1
423,423.2
424,423.2
425,423.5
426,423.2
427,423.2
428,423.0
429,422.8
430,421.3
431,419.0
432,419.2
433,418.2
434,417.9
435,417.9
436,417.9
437,417.9
438,417.9
439,417.9
440,418.4
441,418.4
442,418.3
443,418.3
444,418.3
445,418.3
446,417.9
447,417.8
448,417.9
449,418.3
450,418.4
451,418.8
452,419.0
453,419.4
454,419.4
455,419.4
456,419.4
457,419.4
458,419.0
459,419.1
460,419.4
461,419.4
462,419.4
463,419.4
464,419.6
465,419.7
466,419.9
467,419.9
468,419.9
469,420.3
470,420.3
471,420.4
472,420.7
473,421.2
474,420.8
475,420.4
476,420.4
477,420.9
478,420.3
479,420.5
480,420.8
481,421.5
482,420.8
483,420.8
484,420.6
485,420.9
486,420.8
487,420.8
488,420.8
489,420.9
490,420.8
491,420.9
492,420.8
493,420.6
494,420.6
495,420.7
496,421.0
497,421.3
498,421.7
499,421.5
500,421.4
501,421.5
502,421.3
503,421.4
504,421.3
505,421.2
506,421.2
507,421.2
508,421.2
509,421.1
510,420.9
511,420.8
512,420.9
513,420.8
514,420.8
515,420.9
516,420.8
517,420.9
518,421.3
519,421.3
520,421.3
521,421.4
522,421.8
523,422.0
524,422.4
525,422.8
526,422.9
527,423.2
528,423.2
529,423.3
530,423.5
531,423.8
532,423.9
533,424.2
534,424.3
535,424.1
536,423.8
537,423.7
538,423.7
539,423.6
540,423.3
541,423.1
542,421.0
543,420.2
544,419.5
545,418.6
546,417.6
547,417.4
548,417.8
549,417.8
550,418.1
551,418.3
552,418.4
553,418.8
554,419.1
555,419.5
556,420.1
557,420.1
558,419.5
559,419.6
560,419.9
561,419.9
562,419.9
563,419.9
564,419.9
565,419.9
566,419.9
567,419.8
568,419.5
569,419.4
570,419.4
571,419.6
572,420.0
573,419.9
574,420.1
575,420.0
576,419.8
577,419.4
578,419.0
579,418.9
580,418.9
581,418.9
582,418.9
583,419.2
584,419.3
585,419.3
586,419.3
587,419.6
588,419.7
589,419.8
590,419.7
591,419.7
592,419.7
593,419.7
594,419.7
595,419.7
596,419.7
597,419.5
598,419.3
599,419.3
600,419.2
601,419.6
602,419.7
603,420.0
604,420.1
605,420.0
606,419.7
607,419.8
608,420.0
609,420.1
610,420.0
611,419.6
612,419.3
613,419.3
614,419.5
615,419.6
616,419.3
617,419.2
618,419.3
619,419.2
620,419.3
621,419.0
622,418.9
623,419.0
624,419.3
625,419.3
626,419.2
627,419.0
628,419.2
629,419.2
630,418.8
631,418.4
632,418.4
633,418.4
634,421.7
635,430.4
636,431.5
637,430.5
638,430.4
639,429.3
640,427.9
641,427.0
642,422.2
643,418.3
644,419.9
645,420.2
646,423.2
647,418.0
648,416.6
649,416.6
650,417.0
651,416.5
652,416.0
653,416.3
654,415.9
655,415.6
656,415.2
657,415.3
658,415.4
659,415.6
660,415.3
661,415.6
662,415.0
663,415.1
664,415.3
665,414.8
666,414.4
667,414.4
668,414.2
669,413.9
670,413.8
671,414.5
672,414.8
673,414.8
674,415.1
675,415.5
676,415.1
677,415.8
678,416.2
679,416.8
680,417.9
681,418.3
682,418.7
683,417.7
684,418.0
685,420.3
686,423.6
687,423.1
688,421.1
689,419.6
690,419.3
691,420.7
692,422.5
693,422.0
694,423.2
695,423.5
696,423.4
697,422.2
698,423.6
699,424.1
700,423.7
701,423.1
702,423.2
703,423.9
704,424.9
705,424.7
706,425.0
707,424.7
708,425.4
709,424.7
710,424.2
711,424.0
712,424.0
713,423.7
714,425.7
715,424.4
716,423.6
717,423.9
718,424.2
719,423.5
720,426.3
721,425.5
722,426.2
723,425.7
724,424.8
725,424.7
726,423.6
727,423.9
728,423.5
729,424.8
730,423.7
731,424.8
732,425.2
733,425.1
734,425.7
735,425.0
736,425.2
737,425.0
738,426.2
739,426.4
740,426.6
741,427.3
742,429.5
743,429.2
744,430.0
745,428.8
746,430.4
747,429.0
748,428.1
749,429.7
750,430.1
751,428.7
752,429.6
753,431.9
754,431.9
755,431.6
756,432.0
757,433.5
758,434.3
759,436.4
760,436.1
761,435.7
762,429.0
763,427.8
764,428.3
765,435.0
766,442.0
767,441.8
768,441.5
769,441.7
770,441.8
771,448.1
772,445.3
773,446.7
774,445.8
775,446.0
776,445.1
777,442.3
778,453.2
779,450.5
780,450.0
781,449.9
782,447.2
783,446.5
784,443.8
785,442.3
786,443.4
787,443.3
788,439.5
789,438.9
790,433.8
791,434.9
792,433.3
793,431.5
794,430.2
795,428.8
796,429.1
797,430.0
798,429.9
799,428.9
800,428.2
801,427.8
802,427.1
803,426.2
804,425.8
805,425.3
806,423.9
807,423.6
808,423.3
809,423.3
810,424.0
811,423.7
812,423.8
813,425.1
814,424.7
815,424.7
816,422.4
817,421.9
818,422.0
819,422.4
820,422.6
821,423.1
822,423.6
823,424.2
824,424.9
825,426.1
826,425.9
827,426.0
828,426.4
829,426.7
830,427.1
831,427.5
832,427.7
833,428.3
834,429.1
835,430.5
836,431.6
837,434.0
838,434.4
839,435.7
840,433.9
841,432.8
842,433.9
843,435.8
844,436.3
845,436.6
846,437.4
847,437.0
848,439.2
849,442.0
850,443.0
851,443.2
852,443.9
853,444.0
854,443.3
855,444.5
856,443.5
857,443.0
858,441.6
859,442.0
860,441.1
861,440.5
862,439.7
863,439.6
864,438.1
865,436.8
866,435.9
867,435.5
868,435.8
869,435.5
870,433.6
871,432.4
872,432.2
873,433.3
874,433.0
875,434.2
876,435.0
877,434.3
878,433.8
879,434.2
880,435.3
881,436.1
882,434.5
883,434.1
884,434.2
885,436.0
886,435.9
887,435.2
888,436.2
889,436.9
890,433.2
891,432.6
892,432.8
893,433.9
894,436.0
895,436.6
896,437.3
897,435.1
898,434.8
899,433.4
900,434.1
901,439.5
902,441.4
903,440.5
904,444.4
905,445.5
906,445.2
907,444.8
908,444.9
909,448.4
910,440.3
911,437.7
912,444.6
913,439.2
914,443.9
915,445.7
916,443.4
917,441.9
918,442.2
919,442.9
920,442.1
921,444.0
922,444.3
923,443.9
924,444.3
925,442.8
926,445.7
927,445.0
928,443.8
929,441.0
930,435.8
931,434.3
932,432.9
933,432.7
934,433.1
935,437.0
936,436.1
937,441.3
938,441.2
939,442.7
940,440.2
941,444.6
942,440.4
943,438.2
944,434.7
945,435.5
946,430.7
947,429.9
948,428.6
949,428.5
950,428.1
951,427.6
952,427.8
953,427.0
954,427.8
955,431.7
956,427.9
957,429.3
958,426.9
959,426.7
960,426.9
961,433.8
962,436.3
963,434.9
964,429.0
965,428.6
966,428.7
967,427.6
968,426.9
969,426.8
970,426.8
971,425.9
972,426.8
973,427.8
974,428.0
975,427.6
976,427.8
977,428.5
978,429.0
979,428.9
980,428.8
981,429.6
982,429.3
983,429.6
984,429.8
985,430.9
986,432.3
987,431.3
988,431.5
989,431.7
990,431.6
991,431.7
992,432.1
993,432.9
994,433.5
995,433.9
996,437.4
997,439.8
998,439.9
999,440.3
1000,437.0
1001,436.6
1002,437.8
1003,436.8
1004,437.4
1005,438.6
1006,438.8
1007,438.3
1008,442.2
1009,442.5
1010,442.0
1011,442.0
1012,439.5
1013,438.9
1014,438.4
1015,437.7
1016,437.5
1017,436.8
1018,436.3
1019,435.4
1020,434.0
1021,433.2
1022,431.5
1023,432.2
1024,432.3
1025,432.4
1026,430.9
1027,429.3
1028,429.4
1029,431.0
1030,429.8
1031,427.2
1032,427.0
1033,427.1
1034,430.0
1035,430.4
1036,430.9
1037,429.7
1038,427.8
1039,428.7
1040,427.4
1041,425.8
1042,425.7
1043,424.7
1044,423.3
1045,423.3
1046,423.9
1047,424.7
1048,425.8
1049,425.7
1050,424.3
1051,423.7
1052,424.6
1053,425.3
1054,427.7
1055,428.3
1056,429.7
1057,429.0
1058,431.2
1059,431.4
1060,427.6
1061,426.5
1062,429.9
1063,430.6
1064,430.2
1065,430.6
1066,430.1
1067,429.5
1068,428.5
1069,428.9
1070,430.6
1071,430.0
1072,430.1
1073,430.6
1074,431.0
1075,431.2
1076,432.1
1077,432.2
1078,432.2
1079,432.2
1080,432.4
1081,432.3
1082,432.1
1083,431.5
1084,432.8
1085,433.1
1086,432.1
1087,430.9
1088,430.3
1089,430.0
1090,430.6
1091,430.6
1092,429.7
1093,429.4
1094,430.9
1095,430.5
1096,429.9
1097,429.2
1098,428.6
1099,428.3
1100,428.5
1101,430.6
1102,431.4
1103,430.2
1104,431.8
1105,435.7
1106,432.3
1107,433.1
1108,433.4
1109,432.9
1110,435.6
1111,436.2
1112,436.8
1113,437.4
1114,436.3
1115,435.1
1116,435.2
1117,435.8
1118,435.0
1119,435.8
1120,435.7
1121,434.4
1122,434.5
1123,434.3
1124,434.3
1125,437.1
1126,435.1
1127,436.4
1128,435.4
1129,435.1
1130,436.1
1131,436.1
1132,435.8
1133,436.0
1134,435.5
1135,435.4
1136,434.8
1137,435.2
1138,435.9
1139,436.1
1140,435.9
1141,435.5
1142,435.5
1143,435.9
1144,436.6
1145,436.5
1146,436.9
1147,437.6
1148,437.7
1149,437.6
1150,438.0
1151,437.7
1152,439.0
1153,438.5
1154,438.2
1155,438.1
1156,438.5
1157,438.9
1158,438.9
1159,439.5
1160,440.0
1161,439.9
1162,440.3
1163,440.1
1164,440.1
1165,440.1
1166,440.8
1167,441.2
1168,441.5
1169,441.2
1170,440.5
1171,440.4
1172,441.7
1173,441.7
1174,442.3
1175,442.6
1176,443.2
1177,443.5
1178,444.1
1179,444.5
1180,445.1
1181,445.4
1182,446.2
1183,445.9
1184,445.7
1185,444.8
1186,443.6
1187,443.9
1188,444.4
1189,444.3
1190,444.2
1191,444.0
1192,444.5
1193,446.7
1194,448.1
1195,446.9
1196,446.1
1197,448.6
1198,450.3
1199,450.4
1200,451.1
1201,451.1
1202,449.3
1203,447.3
1204,449.9
1205,450.0
1206,449.6
1207,448.2
1208,446.1
1209,447.0
1210,447.9
1211,442.7
1212,445.0
1213,443.2
1214,445.5
1215,443.9
1216,444.3
1217,446.6
1218,445.8
1219,446.8
1220,445.4
1221,444.2
1222,443.7
1223,442.3
1224,441.4
1225,440.3
1226,440.5
1227,441.1
1228,440.6
1229,441.5
1230,440.3
1231,439.7
1232,439.0
1233,437.8
1234,434.2
1235,429.5
1236,427.9
1237,427.1
1238,426.9
1239,427.2
1240,427.5
1241,428.0
1242,429.5
1243,427.9
1244,428.1
1245,428.2
1246,428.4
1247,428.6
1248,429.3
1249,429.6
1250,430.7
1251,430.7
1252,431.0
1253,430.8
1254,431.2
1255,431.6
1256,431.8
1257,431.9
1258,432.3
1259,432.1
1260,432.6
1261,431.6
1262,432.1
1263,431.9
1264,431.8
1265,431.6
1266,431.2
1267,432.0
1268,432.5
1269,432.9
1270,432.7
1271,433.6
1272,433.0
1273,432.7
1274,432.1
1275,431.7
1276,431.7
1277,432.5
1278,432.5
1279,431.5
1280,430.9
1281,429.6
1282,428.9
1283,427.5
1284,427.6
1285,428.8
1286,429.2
1287,428.5
1288,427.4
1289,426.5
1290,426.7
1291,425.9
1292,425.4
1293,425.3
1294,425.3
1295,425.4
1296,427.9
1297,427.8
1298,427.3
1299,427.8
1300,427.7
1301,428.3
1302,425.9
1303,426.3
1304,426.6
1305,428.8
1306,428.3
1307,428.7
1308,427.7
1309,428.1
1310,425.9
1311,424.5
1312,423.6
1313,423.3
1314,423.6
1315,423.8
1316,423.8
1317,423.7
1318,423.8
1319,424.2
1320,424.2
1321,424.4
1322,424.7
1323,424.8
1324,424.9
1325,425.1
1326,426.1
1327,426.5
1328,426.5
1329,427.0
1330,427.6
1331,428.4
1332,427.9
1333,427.9
1334,426.9
1335,425.0
1336,424.1
1337,423.6
1338,423.3
1339,422.8
1340,422.5
1341,422.5
1342,422.3
1343,421.7
1344,420.8
1345,420.9
1346,421.0
1347,421.1
1348,421.4
1349,421.4
1350,421.6
1351,421.0
1352,420.4
1353,420.1
1354,420.2
1355,420.2
1356,419.6
1357,419.0
1358,418.6
1359,418.6
1360,418.8
1361,418.9
1362,419.1
1363,419.2
1364,419.4
1365,419.5
1366,420.0
1367,420.9
1368,420.5
1369,420.4
1370,420.6
1371,420.7
1372,420.7
1373,421.0
1374,421.0
1375,420.3
1376,420.3
1377,420.5
1378,420.5
1379,420.4
1380,420.6
1381,420.8
1382,420.8
1383,420.9
1384,421.1
1385,421.2
1386,421.7
1387,422.3
1388,422.3
1389,422.7
1390,422.7
1391,423.7
1392,423.0
1393,423.3
1394,423.6
1395,422.8
1396,423.0
1397,423.1
1398,423.3
1399,422.4
1400,421.1
1401,419.5
1402,419.7
1403,419.9
1404,420.3
1405,420.7
1406,420.8
1407,421.3
1408,421.5
1409,421.8
1410,422.2
1411,422.6
1412,422.7
1413,423.1
1414,423.5
1415,423.7
1416,423.7
1417,424.0
1418,424.1
1419,424.1
1420,422.5
1421,420.9
1422,420.8
1423,421.0
1424,421.3
1425,421.9
1426,422.2
1427,422.3
1428,422.5
1429,422.5
1430,422.0
1431,421.3
1432,421.3
1433,420.7
1434,420.3
1435,420.3
1436,419.8
1437,419.3
1438,419.2
1439,419.3
1440,419.6
1441,418.8
1442,418.1
1443,418.1
1444,418.5
1445,418.6
1446,418.8
1447,419.2
1448,419.6
1449,419.6
1450,419.1
1451,419.1
1452,419.1
1453,419.1
1454,419.1
1455,419.1
1456,419.4
1457,419.6
1458,419.6
1459,419.7
1460,419.9
1461,420.1
1462,419.9
1463,419.4
1464,419.6
1465,420.1
1466,420.1
1467,420.1
1468,420.1
1469,420.3
1470,420.1
1471,420.1
1472,420.0
1473,419.8
1474,419.9
1475,420.1
1476,420.6
1477,420.9
1478,420.9
1479,420.8
1480,420.5
1481,420.2
1482,420.1
1483,419.8
1484,419.7
1485,419.6
1486,419.6
1487,419.6
1488,419.5
1489,419.1
1490,419.1
1491,419.1
1492,419.1
1493,419.1
1494,419.1
1495,419.1
1496,419.5
1497,419.7
1498,420.1
1499,420.5
1500,421.0
1501,419.9
1502,419.4
1503,419.4
1504,420.2
1505,419.5
1506,418.9
1507,418.6
1508,419.0
1509,418.4
1510,418.1
1511,418.2
1512,418.0
1513,417.7
1514,417.4
1515,417.4
1516,417.2
1517,416.7
1518,417.0
1519,417.2
1520,417.5
1521,416.9
1522,417.3
1523,417.2
1524,417.3
1525,417.3
1526,417.0
1527,416.8
1528,416.8
1529,416.7
1530,416.3
1531,416.8
1532,417.2
1533,417.1
1534,417.2
1535,417.0
1536,417.7
1537,417.0
1538,417.4
1539,417.8
1540,419.7
1541,419.9
1542,419.6
1543,421.6
1544,420.2
1545,420.2
1546,421.0
1547,420.8
1548,420.1
1549,420.5
1550,421.7
1551,421.3
1552,422.0
1553,421.6
1554,422.0
1555,424.5
1556,424.9
1557,426.2
1558,425.5
1559,425.5
1560,425.0
1561,424.0
1562,424.6
1563,424.5
1564,424.1
1565,423.7
1566,423.4
1567,423.7
1568,423.9
1569,425.2
1570,424.5
1571,425.7
1572,425.5
1573,425.5
1574,425.8
1575,426.1
1576,426.4
1577,426.6
1578,427.3
1579,427.7
1580,427.4
1581,428.9
1582,430.0
1583,431.4
1584,426.9
1585,427.4
1586,428.4
1587,428.2
1588,429.1
1589,429.1
1590,428.8
1591,429.0
1592,427.7
1593,427.1
1594,426.6
1595,426.6
1596,426.5
1597,427.0
1598,426.4
1599,426.9
1600,427.4
1601,428.3
1602,428.6
1603,428.9
1604,429.2
1605,430.2
1606,430.2
1607,430.9
1608,431.0
1609,430.0
1610,429.6
1611,429.7
1612,428.5
1613,428.4
1614,429.2
1615,428.7
1616,429.6
1617,429.9
1618,429.9
1619,428.8
1620,428.5
1621,428.7
1622,428.9
1623,428.4
1624,429.3
1625,429.5
1626,430.3
1627,430.5
1628,429.9
1629,429.8
1630,430.6
1631,431.5
1632,432.2
1633,432.5
1634,431.8
1635,432.1
1636,431.1
1637,431.3
1638,432.7
1639,432.8
1640,432.5
1641,432.7
1642,431.3
1643,431.4
1644,431.2
1645,429.8
1646,427.7
1647,425.9
1648,424.6
1649,424.7
1650,425.4
1651,423.9
1652,422.2
1653,423.2
1654,424.4
1655,422.8
1656,421.9
1657,420.9
1658,422.0
1659,426.2
1660,423.2
1661,424.1
1662,423.5
1663,423.6
1664,423.5
1665,423.2
1666,422.6
1667,423.2
1668,423.8
1669,423.6
1670,422.8
1671,423.3
1672,423.2
1673,423.8
1674,424.5
1675,424.4
1676,424.4
1677,424.5
1678,424.6
1679,427.4
1680,426.7
1681,425.8
1682,426.1
1683,425.5
1684,425.7
1685,426.0
1686,425.5
1687,426.6
1688,428.2
1689,428.7
1690,427.2
1691,428.9
1692,427.5
1693,426.2
1694,426.4
1695,424.6
1696,423.8
1697,423.6
1698,423.5
1699,423.8
1700,424.0
1701,423.6
1702,423.1
1703,423.0
1704,423.1
1705,423.3
1706,423.2
1707,423.1
1708,423.2
1709,423.2
1710,423.3
1711,423.4
1712,423.6
1713,423.8
1714,423.7
1715,424.2
1716,424.1
1717,423.8
1718,423.8
1719,423.6
1720,423.6
1721,423.6
1722,423.8
1723,424.1
1724,424.1
1725,424.5
1726,425.1
1727,426.3
1728,428.2
1729,427.4
1730,426.8
1731,426.0
1732,426.0
1733,425.4
1734,425.2
1735,425.6
1736,425.1
1737,424.4
1738,424.4
1739,425.1
1740,425.0
1741,425.6
1742,426.3
1743,426.7
1744,426.9
1745,425.5
1746,424.9
1747,424.1
1748,423.6
1749,423.3
1750,423.7
1751,426.1
1752,427.6
1753,428.2
1754,428.1
1755,428.1
1756,429.2
1757,428.6
1758,427.8
1759,428.1
1760,427.9
1761,430.3
1762,428.3
1763,427.3
1764,430.2
1765,429.7
1766,429.6
1767,431.0
1768,430.7
1769,432.5
1770,431.8
1771,430.2
1772,429.9
1773,432.4
1774,435.4
1775,438.0
1776,434.9
1777,436.2
1778,435.5
1779,437.8
1780,436.3
1781,428.5
1782,426.2
1783,426.2
1784,427.4
1785,428.7
1786,428.6
1787,428.5
1788,428.5
1789,429.1
1790,431.1
1791,431.0
1792,430.1
1793,427.4
1794,425.1
1795,423.7
1796,425.7
1797,426.6
1798,424.9
1799,424.5
1800,424.6
1801,424.6
1802,424.7
1803,424.5
1804,424.8
1805,424.9
1806,424.5
1807,424.4
1808,424.5
1809,425.6
1810,424.8
1811,425.4
1812,425.5
1813,425.3
1814,425.5
1815,425.9
1816,426.0
1817,425.9
1818,426.2
1819,426.3
1820,427.5
1821,426.1
1822,427.8
1823,428.8
1824,428.1
1825,428.8
1826,428.1
1827,427.8
1828,427.7
1829,427.4
1830,426.5
1831,426.9
1832,427.3
1833,426.4
1834,426.3
1835,426.7
1836,427.1
1837,427.4
1838,428.0
1839,428.2
1840,429.1
1841,429.6
1842,430.4
1843,431.1
1844,432.1
1845,432.6
1846,433.4
1847,432.6
1848,433.2
1849,432.8
1850,432.3
1851,432.1
1852,432.3
1853,432.8
1854,433.8
1855,433.6
1856,435.4
1857,436.1
1858,436.3
1859,436.6
1860,435.6
1861,434.4
1862,433.6
1863,433.0
1864,432.6
1865,433.6
1866,433.1
1867,432.1
1868,431.9
1869,431.8
1870,431.2
1871,430.5
1872,430.5
1873,429.8
1874,430.2
1875,430.3
1876,430.9
1877,430.9
1878,431.1
1879,432.0
1880,432.3
1881,432.5
1882,432.9
1883,432.6
1884,432.5
1885,431.9
1886,431.0
1887,430.0
1888,430.5
1889,430.3
1890,428.7
1891,428.7
1892,430.3
1893,430.2
1894,429.4
1895,429.6
1896,430.8
1897,429.9
1898,431.6
1899,432.0
1900,431.7
1901,431.2
1902,431.7
1903,431.2
1904,430.3
1905,430.1
1906,429.6
1907,430.2
1908,429.5
1909,429.7
1910,429.2
1911,429.0
1912,429.5
1913,428.6
1914,429.2
1915,429.3
1916,429.2
1917,429.9
1918,429.9
1919,430.3
1920,430.5
1921,430.6
1922,431.6
1923,431.6
1924,432.5
1925,432.0
1926,431.6
1927,431.0
1928,431.2
1929,430.2
1930,428.9
1931,428.8
1932,428.3
1933,427.7
1934,427.1
1935,427.3
1936,426.9
1937,427.9
1938,429.2
1939,429.1
1940,428.3
1941,428.1
1942,427.8
1943,428.6
1944,426.6
1945,424.3
1946,421.0
1947,420.0
1948,419.0
1949,418.4
1950,418.4
1951,418.8
1952,418.9
1953,418.7
1954,418.7
1955,419.3
1956,420.8
1957,421.0
1958,421.0
1959,421.3
1960,421.7
1961,422.5
1962,423.5
1963,425.0
1964,425.3
1965,425.7
1966,426.2
1967,426.4
1968,426.6
1969,427.1
1970,427.4
1971,427.3
1972,426.6
1973,426.7
1974,426.2
1975,426.7
1976,426.8
1977,427.3
1978,427.4
1979,427.1
1980,426.9
1981,427.1
1982,427.8
1983,426.8
1984,427.2
1985,427.3
1986,427.0
1987,427.5
1988,427.3
1989,427.3
1990,427.5
1991,427.9
1992,427.7
1993,426.9
1994,426.8
1995,425.7
1996,425.4
1997,425.4
1998,425.6
1999,425.7
2000,425.7
2001,425.6
2002,425.1
2003,425.0
2004,424.7
2005,424.8
2006,424.7
2007,424.6
2008,424.5
2009,425.3
2010,425.6
2011,425.0
2012,425.6
2013,425.9
2014,426.0
2015,425.0
2016,426.0
2017,425.8
2018,426.3
2019,426.1
2020,426.0
2021,426.2
2022,426.4
2023,426.9
2024,425.3
2025,425.6
2026,425.8
2027,426.6
2028,427.0
2029,426.6
2030,426.6
2031,425.0
2032,425.6
2033,425.2
2034,425.9
2035,425.3
2036,426.2
2037,427.1
2038,427.7
2039,428.4
2040,428.7
2041,428.2
2042,428.0
2043,427.1
2044,424.7
2045,424.4
2046,424.0
2047,423.9
2048,422.9
2049,422.5
2050,421.9
2051,421.9
2052,422.1
2053,422.3
2054,422.5
2055,422.9
2056,422.7
2057,422.2
2058,422.4
2059,423.4
2060,426.2
2061,424.6
2062,425.1
2063,426.7
2064,427.0
2065,428.1
2066,427.2
2067,428.1
2068,428.5
2069,429.2
2070,429.5
2071,429.8
2072,429.6
2073,429.9
2074,430.6
2075,430.6
2076,429.6
2077,429.2
2078,429.4
2079,428.7
2080,428.3
2081,428.2
2082,428.2
2083,428.6
2084,428.1
2085,428.4
2086,427.9
2087,426.1
2088,422.6
2089,422.3
2090,422.1
2091,421.9
2092,422.3
2093,422.2
2094,422.9
2095,423.2
2096,423.0
2097,422.1
2098,418.5
2099,418.4
2100,418.3
2101,418.1
2102,418.5
2103,418.7
2104,418.9
2105,419.3
2106,419.9
2107,420.1
2108,420.3
2109,420.7
2110,421.0
2111,421.3
2112,421.9
2113,422.9
2114,424.2
2115,424.5
2116,426.8
2117,429.1
2118,428.7
2119,426.3
2120,426.0
2121,426.1
2122,426.6
2123,427.9
2124,428.2
2125,428.4
2126,429.4
2127,429.8
2128,429.9
2129,430.3
2130,430.0
2131,431.0
2132,430.8
2133,430.9
2134,430.8
2135,431.3
2136,432.3
2137,433.9
2138,431.9
2139,429.4
2140,428.4
