,OT
448,32.00799942
449,31.72599983
450,31.86700058
451,32.85200119
452,33.13299942
453,33.06299973
454,31.86700058
455,32.21900177
456,31.51499939
457,31.79700089
458,31.93799973
459,32.36000061
460,31.02300072
461,31.375
462,31.375
463,31.375
464,31.44499969
465,31.23399925
466,30.88199997
467,31.65600014
468,31.72599983
469,30.88199997
470,30.31999969
471,30.53100014
472,30.95299911
473,31.44499969
474,31.16399956
475,30.74200058
476,30.45999908
477,30.45999908
478,29.75699997
479,29.12400055
480,28.91300011
481,29.19400024
482,28.91300011
483,29.96800041
484,30.38999939
485,30.67099953
486,30.74200058
487,31.23399925
488,31.51499939
489,30.38999939
490,30.31999969
491,30.95299911
492,31.23399925
493,30.60099983
494,31.375
495,32.00799942
496,30.53100014
497,30.31999969
498,30.81200027
499,30.67099953
500,30.10899925
501,30.45999908
502,29.89699936
503,30.31999969
504,30.31999969
505,30.31999969
506,29.75699997
507,29.82699966
508,29.61599922
509,29.61599922
510,29.82699966
511,30.31999969
512,30.53100014
513,30.95299911
514,30.88199997
515,31.79700089
516,32.99300003
517,32.57099915
518,32.14899826
519,31.65600014
520,30.24900055
521,29.89699936
522,28.77199936
523,29.33499908
524,30.24900055
525,31.30400085
526,31.30400085
527,30.24900055
528,30.67099953
529,30.67099953
530,30.95299911
531,31.02300072
532,31.58600044
533,32.57099915
534,32.36000061
535,31.72599983
536,31.93799973
537,32.71099854
538,31.02300072
539,28.20899963
540,28.9829998
541,28.06800079
542,27.36499977
543,27.36499977
544,27.71699905
545,29.40500069
546,30.03800011
547,30.38999939
548,30.67099953
549,29.96800041
550,29.89699936
551,28.77199936
552,24.34000015
553,25.25499916
554,27.57600021
555,29.33499908
556,29.68600082
557,30.38999939
558,30.24900055
559,30.10899925
560,30.24900055
561,30.24900055
562,30.74200058
563,30.17900085
564,29.96800041
565,29.96800041
566,29.68600082
567,29.68600082
568,29.54599953
569,29.82699966
570,29.68600082
571,28.91300011
572,28.49099922
573,28.35000038
574,28.49099922
575,28.49099922
576,28.56100082
577,28.63100052
578,29.0529995
579,28.84199905
580,28.77199936
581,28.35000038
582,27.71699905
583,27.99799919
584,27.71699905
585,28.20899963
586,28.20899963
587,28.42000008
588,28.13899994
589,27.64599991
590,27.9279995
591,27.64599991
592,27.36499977
593,26.66200066
594,26.94300079
595,27.22400093
596,26.73200035
597,26.30999947
598,26.23900032
599,27.29500008
600,26.37999916
601,25.04400063
602,25.25499916
603,25.5359993
604,25.39500046
605,25.74699974
606,26.5909996
607,27.64599991
608,27.9279995
609,28.56100082
610,28.70199966
611,28.27899933
612,28.9829998
613,28.91300011
614,29.0529995
615,28.77199936
616,29.75699997
617,30.17900085
618,30.17900085
619,30.60099983
620,30.60099983
621,31.30400085
622,31.51499939
623,32.07799911
624,32.64099884
625,32.7820015
626,34.40000153
627,35.10300064
628,35.38499832
629,35.8769989
630,35.9469986
631,37.00299835
632,37.2840004
633,37.91699982
634,38.83200073
635,38.97200012
636,38.47999954
637,38.05799866
638,38.4090004
640,36.79100037
641,37.00299835
642,36.43999863
643,34.47000122
644,34.11800003
645,34.11800003
646,34.04800034
647,33.76699829
648,33.8370018
649,33.69599915
650,33.41500092
651,33.8370018
652,33.27399826
653,32.99300003
654,33.20399857
655,33.13299942
656,32.92200089
657,33.20399857
658,33.13299942
659,33.55599976
660,33.62599945
661,32.64099884
662,32.85200119
663,32.7820015
664,32.64099884
665,32.28900146
666,32.07799911
667,32.00799942
668,31.58600044
669,31.51499939
670,31.44499969
671,30.67099953
672,31.09300041
673,30.60099983
674,31.09300041
675,30.74200058
676,30.74200058
677,30.67099953
678,30.31999969
679,29.89699936
680,29.33499908
681,29.82699966
682,29.68600082
683,29.0529995
684,28.77199936
685,28.91300011
686,29.12400055
687,29.54599953
688,29.12400055
689,29.26399994
690,29.12400055
691,29.54599953
692,29.26399994
693,29.61599922
694,28.77199936
695,28.91300011
696,29.40500069
697,29.12400055
698,29.12400055
699,28.9829998
700,28.91300011
701,29.47500038
702,29.12400055
703,29.96800041
704,29.89699936
705,30.53100014
706,30.88199997
707,30.67099953
708,30.53100014
709,30.53100014
710,30.45999908
711,29.89699936
712,30.67099953
713,30.67099953
714,31.09300041
715,30.17900085
716,30.67099953
717,30.81200027
718,30.74200058
719,31.65600014
720,31.09300041
721,31.44499969
722,30.81200027
723,31.51499939
724,30.88199997
725,31.65600014
726,32.21900177
727,32.28900146
728,32.71099854
729,33.13299942
730,33.9070015
731,35.03300095
732,34.75099945
733,34.61100006
734,34.89199829
735,34.61100006
736,34.40000153
737,34.89199829
738,34.75099945
739,33.62599945
740,34.32899857
741,33.48500061
742,33.34400177
743,33.48500061
744,33.62599945
745,34.40000153
746,34.89199829
747,34.04800034
748,33.55599976
749,33.8370018
750,33.27399826
751,32.14899826
752,32.7820015
753,33.27399826
754,32.5
755,31.86700058
756,32.14899826
757,31.93799973
758,32.14899826
759,31.58600044
760,31.23399925
761,31.23399925
762,31.09300041
763,31.30400085
764,30.53100014
765,30.67099953
766,31.09300041
767,30.53100014
768,30.95299911
769,30.60099983
770,30.81200027
771,30.31999969
772,30.31999969
773,29.61599922
774,30.03800011
775,29.82699966
776,29.40500069
777,29.33499908
778,28.84199905
779,28.91300011
780,28.70199966
781,28.70199966
782,28.77199936
783,28.91300011
784,28.77199936
785,28.70199966
786,28.77199936
787,28.77199936
788,28.91300011
789,29.12400055
790,28.56100082
791,28.27899933
792,28.27899933
793,28.35000038
794,29.12400055
795,28.9829998
796,28.63100052
797,27.85700035
798,28.91300011
799,29.0529995
800,28.77199936
801,29.0529995
802,28.9829998
803,29.40500069
804,29.96800041
805,29.54599953
806,29.61599922
807,29.82699966
808,29.75699997
809,30.60099983
810,31.16399956
811,30.67099953
812,30.31999969
813,30.67099953
814,30.95299911
815,31.02300072
816,31.44499969
817,31.44499969
818,30.81200027
819,31.02300072
820,30.74200058
821,31.375
822,31.23399925
823,31.44499969
824,31.65600014
825,31.375
826,31.79700089
827,31.93799973
828,32.28900146
829,32.28900146
830,32.85200119
831,32.7820015
832,32.85200119
833,34.04800034
834,32.5
835,32.5
836,32.07799911
837,31.375
838,31.30400085
839,31.44499969
840,31.86700058
841,31.02300072
842,30.67099953
843,31.23399925
844,31.375
845,31.44499969
846,31.02300072
847,30.95299911
848,30.88199997
849,31.30400085
850,31.375
851,30.53100014
852,30.88199997
853,30.81200027
854,30.24900055
855,29.96800041
856,29.96800041
857,29.82699966
858,29.96800041
859,29.96800041
860,29.96800041
861,29.96800041
862,29.96800041
863,29.96800041
864,29.47500038
865,29.89699936
866,29.47500038
867,29.82699966
868,29.33499908
869,29.40500069
870,29.47500038
871,29.68600082
872,29.82699966
873,29.82699966
874,29.82699966
875,29.68600082
876,29.12400055
877,28.70199966
878,28.49099922
879,28.70199966
880,28.56100082
881,28.20899963
882,28.06800079
883,28.06800079
884,28.63100052
885,28.56100082
886,28.06800079
887,27.57600021
888,27.78700066
889,27.78700066
890,27.85700035
891,27.71699905
892,27.50600052
893,27.36499977
894,27.9279995
895,28.56100082
896,28.06800079
897,28.49099922
898,28.63100052
899,29.33499908
900,29.61599922
901,29.12400055
902,29.54599953
903,29.54599953
904,29.47500038
905,28.9829998
906,28.91300011
907,28.91300011
908,29.0529995
909,29.26399994
910,29.89699936
911,30.03800011
912,29.47500038
913,29.54599953
914,29.54599953
915,29.68600082
916,29.12400055
917,29.82699966
918,29.68600082
919,30.74200058
920,29.68600082
921,29.96800041
922,30.38999939
923,30.67099953
924,31.02300072
925,31.72599983
926,30.67099953
927,31.375
928,31.16399956
929,32.00799942
930,31.09300041
931,30.67099953
932,30.67099953
933,30.31999969
934,30.38999939
935,30.53100014
936,29.96800041
937,29.68600082
938,29.68600082
939,30.03800011
940,30.17900085
941,29.82699966
942,29.68600082
943,29.33499908
944,29.47500038
945,29.54599953
946,29.54599953
947,28.77199936
948,29.40500069
949,29.47500038
950,29.19400024
951,28.77199936
952,28.20899963
953,28.77199936
954,28.84199905
955,28.9829998
956,29.12400055
957,28.70199966
958,28.91300011
959,28.63100052
960,28.56100082
961,28.63100052
962,28.9829998
963,29.75699997
964,29.19400024
965,29.19400024
966,29.54599953
967,29.0529995
968,28.56100082
969,29.0529995
970,28.9829998
971,28.70199966
972,29.26399994
973,29.54599953
974,28.84199905
975,29.19400024
976,29.0529995
977,28.84199905
978,28.77199936
979,28.56100082
980,28.91300011
981,29.12400055
982,29.47500038
983,28.9829998
984,29.82699966
985,29.26399994
986,29.75699997
987,29.54599953
988,29.82699966
989,29.82699966
990,30.17900085
991,29.75699997
992,29.19400024
993,29.68600082
994,30.38999939
995,31.72599983
996,30.88199997
997,31.23399925
998,31.02300072
999,31.09300041
1000,31.23399925
1001,31.51499939
1002,31.51499939
1003,31.72599983
1004,32.21900177
1005,33.27399826
1006,33.20399857
1007,33.13299942
1008,32.99300003
1009,32.99300003
1010,32.99300003
1011,33.76699829
1012,33.9070015
1013,34.11800003
1014,33.69599915
1015,35.52500153
1016,34.75099945
1017,35.17399979
1018,34.8219986
1019,35.80699921
1020,34.75099945
1021,34.18899918
1022,34.75099945
1023,36.01800156
1024,34.8219986
1025,33.69599915
1026,34.11800003
1027,33.8370018
1028,34.89199829
1029,33.62599945
1030,33.62599945
1031,32.7820015
1032,33.34400177
1033,32.85200119
1034,32.14899826
1035,32.14899826
1036,31.65600014
1037,31.58600044
1038,32.14899826
1039,32.07799911
1040,33.48500061
1041,33.62599945
1042,33.13299942
1043,32.92200089
1044,32.64099884
1045,31.65600014
1046,31.58600044
1047,32.07799911
1048,32.5
1049,33.8370018
1050,33.13299942
1051,33.13299942
1052,33.06299973
1053,32.57099915
1054,32.85200119
1055,32.28900146
1056,33.48500061
1057,33.06299973
1058,33.41500092
1059,32.92200089
1060,33.69599915
1061,32.92200089
1062,33.27399826
1063,33.97800064
1064,33.55599976
1065,33.48500061
1066,33.27399826
1067,33.97800064
1068,33.34400177
1069,32.92200089
1070,33.13299942
1071,33.8370018
1072,32.99300003
1073,32.64099884
1074,33.41500092
1075,33.06299973
1076,33.34400177
1077,32.85200119
1078,32.71099854
1079,32.64099884
1080,33.9070015
1081,34.18899918
1082,34.89199829
1083,34.04800034
1084,33.20399857
1085,33.55599976
1086,34.32899857
1087,34.04800034
1088,34.18899918
1089,35.66600037
1090,35.45500183
1091,35.31399918
1092,35.9469986
1093,36.22900009
1094,35.66600037
1095,35.66600037
1096,36.36899948
1097,35.45500183
1098,36.08800125
1099,36.65100098
1100,36.08800125
1101,35.59600067
1102,36.08800125
1103,36.43999863
1104,36.08800125
1105,37.42499924
1106,36.15800095
1107,36.58000183
1108,36.22900009
1109,36.86199951
1110,37.84700012
1111,38.4090004
1112,38.4090004
1115,38.4090004
1117,38.62099838
1126,37.84700012
1127,37.56499863
1128,37.84700012
1129,37.56499863
1130,37.56499863
1131,37.07300186
1132,37.35400009
1133,36.86199951
1134,36.50999832
1135,36.01800156
1136,36.01800156
1137,36.29899979
1138,36.29899979
1139,36.29899979
1140,36.15800095
1141,35.73600006
1142,35.03300095
1143,35.45500183
1144,36.01800156
1145,35.73600006
1146,36.50999832
1147,36.58000183
1148,36.22900009
1149,36.36899948
1150,36.65100098
1151,36.50999832
1152,36.50999832
1153,36.72100067
1154,36.29899979
1155,36.65100098
1156,36.72100067
1157,36.72100067
1158,36.93199921
1159,36.79100037
1160,36.58000183
1161,36.93199921
1162,36.65100098
1163,37.35400009
1164,37.70600128
1165,37.00299835
1166,36.79100037
1167,37.42499924
1168,37.70600128
1169,37.14300156
1170,36.86199951
1171,37.35400009
1172,37.63600159
1173,38.05799866
1174,37.70600128
1175,37.70600128
1176,37.00299835
1177,37.49499893
1178,37.91699982
1179,38.26900101
1180,38.54999924
1181,37.91699982
1182,37.91699982
1183,37.91699982
1184,38.05799866
1185,37.35400009
1186,37.49499893
1187,37.2140007
1188,37.00299835
1189,37.2140007
1190,36.58000183
1191,38.05799866
1192,37.00299835
1193,35.52500153
1194,30.45999908
1195,26.94300079
1196,29.82699966
1197,32.07799911
1198,32.57099915
1199,32.92200089
1200,32.85200119
1201,33.06299973
1202,34.61100006
1203,35.17399979
1204,36.15800095
1205,37.00299835
1206,36.86199951
1207,36.43999863
1208,35.80699921
1209,35.52500153
1210,36.50999832
1211,36.29899979
1212,37.77600098
1213,36.22900009
1214,36.86199951
1215,37.35400009
1217,38.12799835
1218,37.84700012
1219,37.70600128
1220,38.26900101
1221,37.2140007
1222,36.58000183
1223,36.36899948
1224,34.75099945
1225,35.17399979
1226,34.75099945
1227,33.48500061
1228,33.76699829
1229,34.11800003
1230,34.18899918
1231,32.99300003
1232,32.85200119
1233,32.92200089
1234,33.69599915
1235,32.71099854
1236,33.13299942
1237,32.36000061
1238,32.7820015
1239,32.99300003
1240,34.32899857
1241,34.04800034
1242,35.10300064
1243,35.10300064
1244,35.38499832
1245,35.24399948
1246,34.8219986
1247,35.10300064
1248,34.54000092
1249,34.47000122
1250,35.24399948
1251,35.10300064
1252,32.71099854
1253,32.7820015
1254,33.13299942
1255,34.18899918
1256,33.9070015
1257,33.8370018
1258,33.97800064
1259,34.18899918
1260,34.68099976
1261,34.68099976
1262,34.89199829
1263,34.68099976
1264,35.66600037
1265,35.66600037
1266,34.47000122
1267,34.54000092
1268,34.47000122
1269,35.31399918
1270,35.10300064
1271,34.61100006
1272,35.31399918
1273,34.61100006
1274,34.9620018
1275,34.32899857
1276,33.8370018
1277,35.45500183
1278,36.01800156
1279,36.50999832
1280,35.8769989
1281,35.66600037
1282,35.66600037
1283,35.8769989
1284,35.52500153
1285,35.59600067
1286,35.73600006
1287,36.15800095
1288,36.58000183
1289,36.08800125
1290,36.86199951
1291,36.58000183
1292,37.35400009
1293,36.29899979
1294,36.43999863
1295,35.45500183
1296,34.61100006
1297,32.92200089
1298,32.85200119
1299,33.9070015
1300,33.8370018
1301,33.48500061
1302,32.43000031
1303,33.69599915
1304,33.20399857
1305,32.85200119
1306,32.99300003
1307,32.99300003
1308,34.68099976
1309,33.8370018
1310,34.40000153
1311,35.45500183
1312,36.72100067
1313,36.22900009
1314,37.07300186
1315,37.07300186
1316,34.75099945
1317,34.18899918
1318,24.69199944
1319,22.0890007
1320,24.90299988
1321,26.09900093
1322,29.19400024
1323,31.02300072
1324,32.85200119
1325,33.13299942
1326,32.36000061
1327,32.21900177
1328,33.13299942
1329,32.5
1330,32.7820015
1331,30.95299911
1332,29.96800041
1333,30.24900055
1334,30.17900085
1335,30.53100014
1336,30.38999939
1337,30.88199997
1338,30.67099953
1339,31.16399956
1340,31.375
1341,31.16399956
1342,31.16399956
1343,31.375
1344,31.30400085
1345,31.86700058
1346,31.375
1347,33.06299973
1348,32.64099884
1349,32.36000061
1350,32.43000031
1351,32.92200089
1352,33.34400177
1353,33.13299942
1354,33.20399857
1355,33.13299942
1356,33.34400177
1357,33.13299942
1358,33.69599915
1359,34.11800003
1360,34.61100006
1361,34.40000153
1362,34.8219986
1363,34.18899918
1364,33.9070015
1365,34.25899887
1366,34.54000092
1367,34.89199829
1368,34.54000092
1369,34.75099945
1370,34.75099945
1371,35.03300095
1372,35.38499832
1373,35.45500183
1374,34.8219986
1375,34.61100006
1376,34.32899857
1377,33.34400177
1378,32.99300003
1379,31.86700058
1380,31.58600044
1381,31.23399925
1382,31.44499969
1383,31.58600044
1384,31.375
1385,31.30400085
1386,31.23399925
1387,31.93799973
1388,30.74200058
1389,31.02300072
1390,30.74200058
1391,31.375
1392,31.58600044
1393,31.79700089
1394,31.65600014
1395,31.72599983
1396,31.375
1397,31.375
1398,31.93799973
1399,31.44499969
1400,31.02300072
1401,31.51499939
1402,27.43499947
1403,23.1439991
1404,25.81699944
1405,25.4659996
1406,19.62700081
1407,23.70700073
1408,24.90299988
1409,25.18400002
1410,21.87800026
1411,18.29000092
1412,18.00900078
1413,18.5720005
1414,21.94799995
1415,23.63699913
1416,22.44099998
1417,20.61199951
1418,19.76799965
1419,17.58699989
1420,16.88299942
1421,19.06399918
1422,20.61199951
1423,21.24500084
1424,22.0890007
1425,23.4260006
1426,24.12899971
1427,24.5510006
1428,24.1989994
1429,24.27000046
1430,25.32500076
1431,25.74699974
1432,25.74699974
1433,25.88800049
1434,26.87299919
1435,26.87299919
1436,26.52099991
1437,27.36499977
1438,27.50600052
1439,26.94300079
1440,26.94300079
1441,26.52099991
1442,26.45000076
1443,27.36499977
1444,27.36499977
1445,27.15399933
1446,27.71699905
1447,28.49099922
1448,28.35000038
1449,27.15399933
1450,27.36499977
1451,27.64599991
1452,28.06800079
1453,27.71699905
1454,27.50600052
1455,27.22400093
1456,28.35000038
1457,28.63100052
1458,27.43499947
1459,28.42000008
1460,27.9279995
1461,28.84199905
1462,27.71699905
1463,28.06800079
1464,27.71699905
1465,27.36499977
1466,28.56100082
1467,29.54599953
1468,29.89699936
1469,29.82699966
1470,30.17900085
1471,30.74200058
1472,30.17900085
1473,30.45999908
1474,31.51499939
1475,31.65600014
1476,31.44499969
1477,31.79700089
1478,32.28900146
1479,32.99300003
1480,33.20399857
1481,31.65600014
1482,31.58600044
1483,32.21900177
1484,33.41500092
1485,33.20399857
1486,33.34400177
1487,33.13299942
1488,32.71099854
1489,31.93799973
1490,32.43000031
1491,32.43000031
1492,32.85200119
1493,33.13299942
1494,33.55599976
1495,33.27399826
1496,33.20399857
1497,34.47000122
1498,33.48500061
1499,33.69599915
1500,34.04800034
1501,35.80699921
1502,37.2140007
1503,36.50999832
1504,35.52500153
1505,35.45500183
1506,35.10300064
1507,34.9620018
1508,34.47000122
1509,35.59600067
1510,35.8769989
1511,35.45500183
1512,35.59600067
1513,36.22900009
1514,36.22900009
1515,35.17399979
1516,33.62599945
1517,33.27399826
1518,32.64099884
1519,32.00799942
1520,32.14899826
1521,31.30400085
1522,30.81200027
1523,31.30400085
1524,32.00799942
1525,32.00799942
1526,32.07799911
1527,31.58600044
1528,31.72599983
1529,31.93799973
1530,32.00799942
1531,31.86700058
1532,30.88199997
1533,31.23399925
1534,31.375
1535,31.16399956
1536,31.30400085
1537,30.88199997
1538,30.88199997
1539,31.02300072
1540,31.23399925
1541,31.23399925
1542,30.81200027
1543,31.79700089
1544,31.72599983
1545,31.72599983
1546,31.72599983
1547,31.30400085
1548,31.23399925
1549,31.65600014
1550,31.65600014
1551,31.44499969
1552,31.86700058
1553,31.23399925
1554,31.51499939
1555,31.79700089
1556,32.21900177
1557,31.58600044
1558,31.44499969
1559,31.65600014
1560,31.72599983
1561,31.72599983
1562,31.72599983
1563,31.86700058
1564,32.28900146
1565,33.55599976
1566,33.62599945
1567,34.04800034
1568,34.25899887
1569,33.97800064
1570,34.32899857
1571,33.8370018
1572,33.97800064
1573,33.9070015
1574,34.54000092
1575,34.9620018
1576,34.47000122
1577,35.03300095
1578,34.9620018
1579,35.03300095
1580,35.24399948
1581,35.24399948
1582,35.45500183
1583,35.73600006
1584,36.29899979
1585,36.29899979
1586,36.43999863
1587,35.8769989
1588,36.72100067
1589,36.79100037
1590,37.00299835
1591,37.91699982
1592,38.3390007
1593,38.4090004
1594,38.4090004
1598,36.50999832
1599,36.50999832
1600,37.98699951
1601,38.54999924
1603,37.84700012
1605,38.90200043
1606,38.54999924
1607,37.00299835
1608,37.00299835
1609,36.79100037
1610,36.65100098
1611,35.52500153
1612,35.24399948
1613,35.10300064
1614,35.31399918
1615,35.17399979
1616,34.18899918
1617,33.62599945
1618,33.76699829
1619,33.62599945
1620,33.8370018
1621,32.92200089
1622,33.48500061
1623,33.76699829
1624,33.48500061
1625,33.27399826
1626,33.06299973
1627,33.20399857
1628,33.48500061
1629,33.34400177
1630,33.55599976
1631,34.04800034
1632,34.61100006
1633,34.40000153
1634,34.54000092
1635,34.54000092
1636,33.9070015
1637,34.32899857
1638,34.68099976
1639,34.11800003
1640,33.55599976
1641,34.32899857
1642,34.68099976
1643,33.9070015
1644,34.89199829
1645,34.54000092
1646,34.18899918
1647,34.75099945
1648,34.9620018
1649,32.99300003
1650,32.14899826
1651,33.97800064
1652,34.8219986
1653,33.76699829
1654,34.25899887
1655,34.40000153
1656,34.68099976
1657,34.40000153
1658,35.03300095
1659,34.89199829
1660,36.58000183
1661,36.43999863
1662,36.29899979
1663,35.24399948
1664,34.40000153
1665,34.54000092
1666,35.80699921
1667,36.01800156
1668,36.08800125
1669,34.89199829
1670,36.01800156
1671,36.22900009
1672,36.22900009
1673,36.01800156
1674,36.29899979
1675,35.9469986
1676,36.29899979
1677,36.65100098
1678,36.79100037
1679,36.79100037
1680,35.9469986
1681,36.93199921
1682,35.59600067
1683,36.72100067
1684,37.35400009
1685,36.50999832
1686,37.2140007
1687,38.05799866
1688,38.54999924
1690,38.54999924
