,OT
504,550614
505,581700
506,564670
507,572296
508,536380
509,505533
510,558637
511,546713
512,557488
513,541600
514,548294
515,560110
516,594395
517,600354
518,558585
519,622114
520,630563
521,623572
522,779285
523,769959
524,797444
525,798388
526,734781
527,785871
528,777534
529,627772
530,831730
531,835762
532,811800
533,754019
534,607171
535,687051
536,850531
537,838326
538,778610
539,806640
540,772086
541,771229
542,755092
543,762238
544,737736
545,715059
546,723449
547,704276
548,701881
549,722583
550,694415
551,700300
552,667648
553,647130
554,623114
555,581338
556,541528
557,558875
558,541138
559,546643
560,540408
561,474295
562,543833
563,521874
564,524969
565,487617
566,523015
567,522533
568,522965
569,540157
570,539175
571,584196
572,591969
573,631088
574,854487
575,860298
576,848016
577,877917
578,874537
579,878845
580,868987
581,875411
582,665926
583,854664
584,802651
585,814891
586,615148
587,680424
588,812343
589,855297
590,786928
591,813726
592,804244
593,777340
594,812700
595,832786
596,790831
597,794024
598,803374
599,805133
600,797863
601,809707
602,773101
603,770592
604,766139
605,737834
606,708049
607,679395
608,624582
609,631143
610,635233
611,593740
612,596063
613,538049
614,601116
615,592305
616,591814
617,603580
618,605307
619,586778
620,635980
621,640080
622,578913
623,695966
624,696282
625,683887
626,841540
627,828544
628,845727
629,862314
630,855608
631,857601
632,844700
633,831289
634,671251
635,878430
636,853532
637,837119
638,662849
639,694773
640,771835
641,792459
642,800359
643,789407
644,814097
645,823153
646,746836
647,812660
648,789858
649,805881
650,804117
651,801027
652,771143
653,785602
654,800974
655,756827
656,761638
657,748690
658,714799
659,678023
660,616171
661,609891
662,611184
663,602628
664,592081
665,534938
666,590468
667,588337
668,580010
669,567663
670,578812
671,579668
672,609994
673,635661
674,619323
675,583853
676,651524
677,654414
678,650904
679,808287
680,809660
681,825079
682,811165
683,845875
684,826877
685,838344
686,639738
687,841777
688,823657
689,783227
690,613128
691,650356
692,787192
693,779809
694,743249
695,827482
696,823602
697,813755
698,816098
699,848718
700,855439
701,848628
702,804948
703,786936
704,776752
705,787543
706,792672
707,775895
708,774777
709,741210
710,726244
711,688612
712,635835
713,598077
714,632252
715,617287
716,602666
717,573793
718,549582
719,602288
720,600272
721,593327
722,581457
723,585923
724,614499
725,621362
726,614349
727,601938
728,666755
729,675119
730,648678
731,852842
732,850228
733,896035
734,886570
735,877947
736,863356
737,874739
738,698566
739,881694
740,846813
741,810736
742,739882
743,701569
744,784740
745,824746
746,845391
747,886023
748,889216
749,901978
750,882163
751,877892
752,873547
753,851580
754,805370
755,869946
756,845397
757,830332
758,802052
759,792740
760,808298
761,781240
762,762648
763,728288
764,676574
765,617021
766,647145
767,633003
768,628582
769,581945
770,557219
771,599446
772,584688
773,596071
774,590413
775,593239
776,590363
777,631507
778,638196
779,620201
780,732755
781,728214
782,733077
783,1002892
784,996595
785,1017076
786,1006998
787,1002140
788,1021079
789,1054290
790,848314
791,1057350
792,1000183
793,984283
794,963978
795,828299
796,882271
797,1027466
798,993431
799,1101807
800,1105078
801,1130397
802,1118800
803,1028116
804,1013191
805,969427
806,949978
807,960779
808,875658
809,938963
810,923848
811,936950
812,946160
813,916783
814,909661
815,906668
816,863879
817,785606
818,830040
819,774246
820,778114
821,800757
822,760130
823,842647
824,818597
825,802300
826,816468
827,796621
828,810994
829,775731
830,844807
831,835027
832,876862
833,853109
834,933130
835,1266076
836,1266257
837,1254844
838,1256271
839,1258405
840,1249921
841,1171062
842,1026187
843,1296156
844,1233986
845,1212127
846,1180820
847,1052725
848,1160440
849,1237552
850,1225384
851,1191426
852,1222020
853,1340765
854,1292464
855,1260932
856,1281115
857,1260615
858,1288273
859,1303765
860,1244935
861,1229217
862,1229148
863,1178058
864,1196855
865,1199386
866,1173980
867,1094840
868,1123869
869,1052737
870,1086961
871,1079343
872,1056024
873,1044732
874,992358
875,1060841
876,1058986
877,1040191
878,1041320
879,1046625
880,1079056
881,1074399
882,1100212
883,1097022
884,1166071
885,1152730
886,1167311
887,1458307
888,1436748
889,1430800
890,1473831
891,1435369
892,1463253
893,1426928
894,1484969
895,1275199
896,1476208
897,1458774
898,1424436
899,1338669
900,1426691
901,1492251
902,1489132
903,1496826
904,1575900
905,1571657
906,1533883
907,1433517
908,1466346
909,1489410
910,1425172
911,1068755
912,853431
913,750546
914,718953
915,709970
916,750576
917,790883
918,817791
919,846493
920,1059901
921,1082074
922,1134988
923,1174543
924,1247096
925,1287264
926,1287401
927,1360037
928,1338613
929,1355190
930,1346820
931,1333292
932,1338686
933,1344069
934,1351058
935,1336359
936,1326890
937,1359239
938,1397083
939,1539527
940,1615360
941,1582135
942,1579306
943,1563623
944,1601333
945,1640587
946,1590088
947,1423220
948,1536943
949,1552636
950,1491798
951,1361170
952,1457151
953,1581455
954,1517183
955,1513962
956,1504061
957,1479946
958,1438348
959,1381381
960,1537636
961,1525058
962,1538038
963,1528103
964,1542813
965,1509928
