,OT
2833,43.68500137
2834,43.61500168
2835,43.1230011
2836,43.68500137
2837,43.19300079
2838,43.82600021
2839,44.03699875
2840,44.52999878
2841,44.38899994
2842,44.1780014
2843,44.38899994
2844,44.88100052
2845,44.59999847
2846,44.59999847
2847,44.1780014
2848,44.38899994
2849,44.74100113
2850,44.31900024
2851,43.54499817
2852,43.1230011
2853,43.05199814
2854,43.26300049
2855,40.94200134
2856,40.80099869
2867,39.46500015
2868,39.32400131
3037,39.39400101
3039,39.04299927
3040,40.02700043
3041,40.02700043
3042,40.30899811
3043,39.32400131
3044,39.11299896
3117,39.04299927
3124,39.53499985
3125,39.88700104
3126,39.18299866
3498,39.25400162
3500,39.32400131
3506,39.11299896
3508,39.53499985
3509,39.11299896
3510,39.32400131
3511,39.74599838
3512,40.23799896
3513,39.81600189
3514,39.60499954
3515,39.88700104
3517,39.53499985
3518,40.6609993
3519,39.39400101
3522,39.39400101
3523,39.67599869
3525,39.39400101
4675,39.39400101
4765,39.11299896
4766,39.46500015
4767,39.67599869
4768,39.04299927
4769,39.11299896
4770,39.11299896
