trues,TDIformer,iTransformer,TimesNet,Informer
0.569823,0.77598137,0.69728875,0.6944406,0.058140624
0.6841898,0.7842475,0.6793863,0.6551996,0.07620158
0.71262896,0.79585564,0.7241427,0.65946704,0.083006345
0.81277597,0.7824821,0.71608794,0.649655,0.109804645
0.9413623,0.8384567,0.78015316,0.81055105,0.12176171
0.9842243,0.97247505,0.8296789,0.8565672,0.13424565
0.88428056,1.0219897,0.87855685,0.9250203,0.14533941
0.9127199,0.9167315,0.8855622,0.9041358,0.15009439
0.9555819,0.93299395,0.89410245,0.8441758,0.15492165
0.92714274,0.9489285,0.91992575,0.93262464,0.14689912
1.0270865,0.9587586,0.91173565,0.68452376,0.13413268
1.0270865,0.9522617,0.91858566,0.6947843,0.13402182
1.012867,0.95005095,0.9307171,0.75787973,0.12981687
1.012867,0.9659119,0.94676656,0.75034857,0.1341756
1.012867,1.047692,0.92022955,0.81362414,0.1128239
1.1128107,0.9836234,0.91621745,0.78362316,0.113390386
1.1272335,0.96381485,0.93155754,0.7843839,0.10783717
1.012867,1.0297077,0.92648697,0.7072622,0.10970059
0.9413623,1.0007454,0.93001294,0.85857713,0.11895999
0.88428056,0.96707165,0.9063827,0.8912081,0.120452926
0.7985564,0.8996917,0.898899,0.8643801,0.11901358
0.9413623,0.8219164,0.86358684,0.7914358,0.11496259
0.82699573,0.7942142,0.84989154,0.7110052,0.11607824
0.78413355,0.84687144,0.7872065,0.7180011,0.13356176
0.71262896,0.79759914,0.76015735,0.83686316,0.12072845
0.6555472,0.7347226,0.6551641,0.7619938,0.11325669
0.5840428,0.6571829,0.578061,0.63494074,0.10703607
0.6126852,0.59004205,0.5204288,0.64200515,0.10153189
0.55560344,0.6148372,0.5285337,0.64055127,0.104418725
0.46987924,0.6104721,0.4937251,0.61127925,0.10485737
0.46987924,0.57634604,0.46031246,0.57970244,0.09823875
0.41259444,0.5466028,0.39168528,0.46387905,0.095669925
0.38395184,0.4693802,0.34367928,0.4514641,0.08824164
0.39837468,0.4204316,0.3004224,0.42979705,0.09114362
0.36973226,0.393003,0.28740555,0.44798252,0.08688414
0.35551268,0.39192367,0.30142057,0.41143265,0.08622575
0.35551268,0.34937352,0.2817575,0.28646785,0.08477993
0.29822767,0.33623683,0.28375748,0.3129681,0.07369238
0.2840081,0.28913677,0.23992547,0.22111474,0.06045864
0.31265047,0.2857895,0.24244612,0.28603727,0.050570693
0.31265047,0.27432668,0.25182903,0.29917568,0.04137175
0.22692631,0.24338599,0.27589813,0.31151986,0.0502316
0.19828391,0.18492296,0.27154508,0.2990694,0.051926766
0.2125035,0.16387945,0.24058698,0.3559775,0.05495703
0.22692631,0.17000782,0.2315194,0.34608018,0.058357846
0.2125035,0.14382437,0.23531948,0.3386041,0.062463447
0.19828391,0.2083601,0.21564917,0.28831714,0.07554132
0.2411459,0.16346347,0.20125633,0.26314074,0.065897375
0.2840081,0.2068705,0.22443055,0.29749575,0.0655587
0.2411459,0.16732527,0.21548152,0.30427417,0.06799959
0.22692631,0.17594118,0.23016617,0.2787043,0.06448064
0.2697885,0.17785418,0.23777087,0.22144769,0.04217651
0.2840081,0.23786408,0.25254816,0.21599537,0.026963126
0.2840081,0.24630176,0.2715305,0.22931108,0.023154551
0.25536567,0.27988324,0.28973925,0.24188253,0.01218833
0.2840081,0.22590402,0.2914347,0.23430474,-0.0033007003
0.2697885,0.23700859,0.3051649,0.28653026,-0.005433716
0.31265047,0.26238403,0.3146763,0.24665825,-0.006352756
0.1696415,0.23331183,0.3360977,0.24206589,-0.038302545
0.11255973,0.21097337,0.33706945,0.24880359,-0.057715397
0.14120212,0.18669741,0.32549798,0.17186859,-0.0731412
0.12677932,0.16211039,0.32714906,0.15642929,-0.08073713
0.15542172,0.15186937,0.31759995,0.16639516,-0.08736867
0.1696415,0.11632738,0.3056649,0.1305924,-0.098421365
0.09834013,0.090721115,0.29923034,0.14942354,-0.10274406
0.09834013,0.053397033,0.26611078,0.1950613,-0.103383124
0.11255973,0.033435427,0.27676237,0.13640708,-0.098364025
0.06969763,-0.022137627,0.27166313,0.14437431,-0.104941726
0.15542172,0.033208705,0.2855575,0.16851684,-0.106296346
0.1696415,0.026852556,0.30272275,0.26201832,-0.1098236
0.1696415,0.08041111,0.32141924,0.2525593,-0.09984733
0.14120212,0.10328127,0.33951432,0.3408433,-0.09593812
0.25536567,0.10316834,0.31212616,0.35528657,-0.08593862
0.2697885,0.10313438,0.31666577,0.37338454,-0.08572303
0.32687026,0.15442652,0.32967883,0.3402544,-0.06725162
0.2697885,0.20506799,0.3626785,0.351542,-0.029568631
0.29822767,0.23195888,0.3452543,0.34526283,-0.00073138624
0.2411459,0.24131632,0.3778999,0.34405893,-0.01787895
0.29822767,0.17819878,0.34973475,0.2847552,-0.010787182
0.14120212,0.18981054,0.38644722,0.27590075,-0.0074917637
0.19828391,0.21148685,0.32234448,0.28276038,0.0012725443
0.18406431,0.1685749,0.2958566,0.33842432,0.0055236146
0.2697885,0.13705748,0.2458263,0.32948306,0.016045546
0.31265047,0.16775335,0.26812792,0.3421409,0.031072693
0.31265047,0.22665343,0.2824378,0.4304273,0.048518896
0.34108984,0.26856598,0.30311173,0.37021267,0.073440894
0.39837468,0.32044336,0.3008751,0.4256606,0.10137567
0.41259444,0.3626089,0.31688395,0.46137312,0.111447334
0.44123685,0.36168206,0.34828368,0.5201894,0.117282316
0.45545644,0.44818735,0.37316063,0.5286862,0.12595084
0.4983186,0.5245601,0.40414405,0.4921369,0.14417045
0.51274145,0.557237,0.4686186,0.5123811,0.13986495
0.51274145,0.6803422,0.48428148,0.5762433,0.138395
0.5840428,0.70942813,0.5039809,0.6600021,0.14381704
0.569823,0.7597377,0.51905185,0.67861927,0.14959542
0.6269048,0.7893837,0.57956517,0.6696794,0.15347996
0.6984094,0.7783927,0.62548876,0.5752737,0.17325985
0.74127156,0.82150567,0.6538694,0.6969352,0.18061723
0.85563815,0.86624515,0.6920652,0.74123824,0.19537148
0.9127199,0.87444854,0.73106164,0.871563,0.19747771
0.8698577,0.86615425,0.76582503,0.8938812,0.19617015
0.9842243,0.9275944,0.81561613,0.89350796,0.19962801
0.9842243,0.9115467,0.861277,0.895557,0.20668864
1.012867,0.89039963,0.88525915,0.7339645,0.20420954
0.9842243,0.97194433,0.9412936,0.81694406,0.22048904
0.9842243,0.971086,0.9431443,0.878538,0.21856563
1.0985911,0.9499739,0.9533342,0.8388239,0.21710101
1.1843153,0.9525405,0.9479271,0.7438126,0.21874616
1.1843153,0.9563874,0.9930704,0.81301343,0.2038763
1.1985348,0.9774068,0.99204266,0.8945651,0.20968118
1.1985348,1.0862141,1.0094143,0.87062764,0.23800701
1.2129576,1.0748686,1.0146854,0.8212406,0.23138763
1.1700954,1.0749623,1.031738,0.8530668,0.23882198
1.1985348,1.081857,1.0608026,0.8619542,0.24302346
1.0843713,1.0504967,1.064844,0.96277314,0.25843433
0.9984441,1.0547078,1.0686133,0.92372024,0.2568129
1.012867,1.0139632,1.0394866,0.8416338,0.2682813
0.97000474,0.9385977,1.0092136,0.85763925,0.23784283
0.9555819,0.9138446,0.9498824,0.7526115,0.28135347
0.9127199,0.88263416,0.90665257,0.77533984,0.32606253
0.89850014,0.8302521,0.8534763,0.80078316,0.2700698
0.84141856,0.79546297,0.82336533,0.79306304,0.2691723
0.85563815,0.78831637,0.7632874,0.8152225,0.28276896
0.8698577,0.744148,0.69480914,0.8177717,0.2737253
0.82699573,0.76514155,0.6797541,0.75581634,0.27343914
0.7556942,0.79439396,0.7142979,0.71611255,0.2753068
0.7556942,0.7889629,0.67091393,0.66759175,0.2771596
0.71262896,0.7838815,0.68732595,0.702279,0.2743326
0.6984094,0.7380018,0.6413922,0.72562474,0.2758254
0.81277597,0.7007246,0.60951954,0.6742836,0.27939627
0.88428056,0.7312194,0.67501235,0.7708487,0.28236812
0.7985564,0.803969,0.73080075,0.66657716,0.28151932
0.6269048,0.8724386,0.7503451,0.706554,0.29014793
0.6269048,0.85041636,0.673974,0.5698602,0.2751622
0.71262896,0.8119055,0.6369399,0.59045935,0.2639878
0.74127156,0.8292527,0.6160248,0.63553774,0.26257113
0.7556942,0.9149262,0.64646477,0.6221703,0.2695313
0.6984094,0.9600616,0.6459392,0.62993735,0.2647425
0.6841898,0.9052611,0.63903826,0.69518393,0.27389613
0.71262896,0.8608056,0.5980256,0.72253644,0.25884673
0.7270518,0.794791,0.5930304,0.7832071,0.27236727
0.74127156,0.8068564,0.58236694,0.73104274,0.27702898
0.6984094,0.7884097,0.6063054,0.8061203,0.28807014
0.6984094,0.7897859,0.61438745,0.72995,0.29347774
0.74127156,0.7411245,0.6027233,0.7032918,0.30143052
0.6984094,0.70885205,0.6150818,0.7802273,0.29491687
0.6841898,0.68403137,0.61545837,0.72485,0.2998171
0.74127156,0.6502677,0.6173711,0.69717205,0.2969117
0.74127156,0.6900883,0.64908034,0.6619703,0.29018265
0.7556942,0.65304697,0.6616522,0.75490934,0.28099337
0.769914,0.64487994,0.6694909,0.7716113,0.2719089
0.7556942,0.62740993,0.66348094,0.72750586,0.29535538
0.66976696,0.6350547,0.68175703,0.7330926,0.29995346
0.6269048,0.5938392,0.6772847,0.71707636,0.29363117
0.569823,0.5798353,0.68627167,0.7049128,0.2961383
0.6269048,0.51814413,0.6701212,0.754886,0.27484128
0.6984094,0.5390516,0.67908347,0.6726959,0.28481704
0.6126852,0.5532277,0.6819822,0.70081747,0.2894794
0.41259444,0.5813356,0.67779315,0.77605665,0.29122424
0.526961,0.4530546,0.6087786,0.67536145,0.27020305
0.526961,0.40166894,0.5831956,0.75340545,0.2653069
0.5411806,0.39144146,0.5665297,0.7488851,0.2602472
0.55560344,0.42484897,0.56964207,0.797466,0.26295692
0.5411806,0.43296632,0.5535637,0.8117604,0.26610565
0.526961,0.44978327,0.5287608,0.7218459,0.27069217
0.55560344,0.4249199,0.51030374,0.7940612,0.26703203
0.569823,0.44772118,0.52474564,0.7681984,0.27547368
0.55560344,0.40919757,0.5701909,0.73563224,0.2987745
0.55560344,0.4707368,0.589414,0.79895365,0.30627847
0.6269048,0.51103574,0.5999614,0.7342264,0.31661674
0.569823,0.55730677,0.59440595,0.7558989,0.32904685
0.55560344,0.58513045,0.5725564,0.7131902,0.31429732
0.51274145,0.5354476,0.55209255,0.71706414,0.32360488
0.48409885,0.52634096,0.56388634,0.6874767,0.3238822
0.51274145,0.53560835,0.54946643,0.66321397,0.35226536
0.51274145,0.5300564,0.56758964,0.64455575,0.3558364
0.569823,0.5347617,0.55624557,0.68197906,0.37249136
0.55560344,0.53790075,0.5494108,0.670285,0.37136713
0.6269048,0.5538317,0.5353269,0.7758461,0.37924814
0.6413276,0.6094601,0.5806158,0.80824983,0.3746328
0.6413276,0.6153442,0.60343564,0.75656074,0.37617248
0.6841898,0.67352587,0.6247194,0.8089299,0.3939566
0.6555472,0.7024712,0.6460756,0.81786525,0.40237996
0.6269048,0.7504661,0.68072927,0.86988527,0.394541
0.66976696,0.715681,0.6829921,0.84127605,0.3780557
0.6126852,0.6987869,0.70390695,0.86726725,0.35951167
0.5984656,0.6456446,0.6911767,0.8841175,0.36541358
0.5984656,0.65261036,0.69810325,0.817509,0.36296347
0.6841898,0.6622797,0.69250035,0.85716754,0.3845216
0.66976696,0.73645127,0.7189393,0.84044147,0.39136654
0.7556942,0.77402526,0.6972329,0.77747,0.39925736
0.71262896,0.8420171,0.75254756,0.7433401,0.38362008
0.769914,0.8531203,0.7588494,0.7175826,0.39658776
0.81277597,0.89583987,0.7909094,0.76299703,0.39866564
0.7556942,0.90130943,0.8036682,0.74084574,0.41378617
0.7556942,0.93873495,0.80372787,0.73452365,0.39952186
0.7556942,0.91730285,0.8038794,0.752827,0.37979564
0.6413276,0.91598713,0.80230755,0.78457654,0.367462
0.45545644,0.8158053,0.7751846,0.70139325,0.369082
0.46987924,0.7168219,0.70831376,0.6988929,0.34533575
0.46987924,0.6441145,0.65299594,0.6472832,0.33244267
0.46987924,0.5932542,0.6079491,0.5831409,0.3187784
0.55560344,0.56185657,0.5901538,0.5851917,0.31846875
0.5840428,0.5648918,0.5907953,0.584478,0.2812591
0.48409885,0.56859213,0.5910933,0.6121778,0.27070883
0.4983186,0.59139794,0.56688964,0.6143492,0.24780905
0.46987924,0.5496985,0.53368616,0.60893095,0.20956735
0.41259444,0.48825812,0.4962557,0.5920469,0.1893187
0.44123685,0.45834798,0.4731577,0.5857361,0.19217746
0.38395184,0.4553547,0.46631014,0.5768688,0.18444495
0.41259444,0.44992232,0.4670264,0.5660488,0.1946983
0.39837468,0.40208727,0.44757253,0.5453041,0.18402359
0.34108984,0.3786744,0.44116294,0.54444504,0.1801954
0.34108984,0.33392322,0.42864507,0.5307071,0.16926098
0.38395184,0.3118348,0.41070858,0.5090651,0.17073935
0.35551268,0.3025917,0.40757376,0.5048078,0.15632433
0.35551268,0.30035836,0.40399778,0.4931181,0.150458
0.41259444,0.28467357,0.38755554,0.47511438,0.14259149
0.36973226,0.3091014,0.3880953,0.49500695,0.13805701
0.39837468,0.34000376,0.38644028,0.48469746,0.13791086
0.39837468,0.33973762,0.38203663,0.47332484,0.12928972
0.38395184,0.3288115,0.38382286,0.46659553,0.12016016
0.39837468,0.3358124,0.38879752,0.4607538,0.11153068
0.32687026,0.33097994,0.37944233,0.46287814,0.091280565
0.31265047,0.32189026,0.36789006,0.45424357,0.07763621
0.31265047,0.2807222,0.35658914,0.4391129,0.06565742
0.29822767,0.26766485,0.3486294,0.42640105,0.060545493
0.31265047,0.26656783,0.34371516,0.40451548,0.03405897
0.34108984,0.2761935,0.33881623,0.3964736,0.042692307
0.34108984,0.30539167,0.34151876,0.38523632,0.032319527
0.34108984,0.29918835,0.33492556,0.3890053,0.0144484565
0.36973226,0.35706738,0.34579197,0.3913344,0.002978906
0.38395184,0.32414985,0.34497994,0.42649072,0.0014094375
0.36973226,0.33959278,0.35881984,0.384391,0.010547001
0.32687026,0.35815093,0.35662293,0.36624208,0.022942457
0.38395184,0.37214774,0.3617506,0.3766197,0.026964363
0.41259444,0.35215324,0.36483568,0.38692337,0.022171155
0.38395184,0.3747366,0.38937104,0.35984355,0.02722089
0.41259444,0.33620158,0.37114754,0.37023312,0.0015458055
0.42701706,0.37483937,0.3815515,0.396,0.004754115
0.45545644,0.3877304,0.38939685,0.4162938,0.0006843768
0.41259444,0.39234248,0.41082504,0.4411288,0.0062715188
0.44123685,0.38596043,0.42575985,0.42028505,0.009476349
0.41259444,0.4422726,0.4552488,0.44019902,0.0070809983
0.42701706,0.42221338,0.45376456,0.4754279,0.027695201
0.44123685,0.4052598,0.46417868,0.49885616,0.03135254
0.42701706,0.42072114,0.4829228,0.49449748,0.032896854
0.45545644,0.3962528,0.46964175,0.44401008,0.023247793
0.41259444,0.42113292,0.48285547,0.4856699,0.025546506
0.44123685,0.4246968,0.4885459,0.4957513,0.024532702
0.44123685,0.40695634,0.47495311,0.47688243,0.012640838
0.526961,0.4104888,0.4788729,0.47435796,-0.001049336
0.4983186,0.45576745,0.5065304,0.5123978,0.00046730042
0.2411459,0.4581787,0.49995053,0.55121607,0.0047197193
-0.10175082,0.40688032,0.42585614,0.4970709,-0.00718572
-0.15903571,0.2944835,0.27118176,0.43316865,-0.026931394
-0.13039322,0.14120679,0.16724697,0.2983934,-0.034137186
0.06969763,0.010314301,0.109557,0.22619805,-0.04339004
0.22692631,0.021962002,0.12265453,0.23939589,-0.05135311
0.2697885,0.06203714,0.14149523,0.25291204,-0.053699013
0.2840081,0.096965075,0.15675136,0.26853412,-0.047857452
0.31265047,0.0961604,0.15643588,0.33831632,-0.047522087
0.36973226,0.062111408,0.14919463,0.30841246,-0.04857247
0.12677932,0.10653561,0.17302689,0.38250756,-0.06868887
0.12677932,0.19195779,0.15422764,0.37372148,-0.058209095
0.15542172,0.18058345,0.13991052,0.42202002,-0.07576473
0.19828391,0.16468449,0.1408293,0.44667426,-0.09344585
0.29822767,0.16878302,0.1555298,0.42599586,-0.101124555
0.34108984,0.19315387,0.17852172,0.48172158,-0.09721719
0.39837468,0.20255925,0.2082198,0.43589306,-0.08319655
0.4983186,0.27347896,0.26975852,0.43708003,-0.07035969
0.526961,0.35426584,0.31078097,0.46948445,-0.06726785
0.526961,0.40602502,0.3470562,0.5625814,-0.06565569
0.526961,0.44184858,0.35159874,0.5946621,-0.06543523
0.569823,0.4505236,0.3882409,0.64461005,-0.061615635
0.45545644,0.53559685,0.49456367,0.62902373,-0.07099415
0.51274145,0.6098966,0.55363554,0.6409316,-0.061647918
0.48409885,0.63657206,0.5761135,0.64753604,-0.05558108
0.48409885,0.62752014,0.5880609,0.63337934,-0.050634485
0.39837468,0.64321136,0.59843916,0.64241743,-0.06269376
0.45545644,0.58802146,0.5804502,0.6205324,-0.053573508
0.42701706,0.531115,0.56559736,0.6238452,-0.044402782
0.38395184,0.527844,0.56419635,0.62045026,-0.03790767
0.38395184,0.49478418,0.57196665,0.62209654,-0.04985058
0.44123685,0.49766785,0.5619622,0.63905215,-0.052074324
0.35551268,0.5436951,0.5928489,0.6235863,-0.0648365
0.42701706,0.5588122,0.5572697,0.59014237,-0.07291804
0.36973226,0.45404166,0.5362532,0.58059853,-0.051167224
0.44123685,0.45529306,0.5077461,0.5463691,-0.027495515
0.32687026,0.4504493,0.5135335,0.5599681,0.009297881
0.39837468,0.4213174,0.46548468,0.47856712,0.0100510605
0.45545644,0.4339348,0.4767716,0.51395464,-0.00073441863
0.42701706,0.40324035,0.48542726,0.51454335,-0.010703307
0.41259444,0.43929943,0.47662902,0.5350903,-0.02805413
0.36973226,0.42968997,0.48023906,0.51149344,-0.064453065
0.42701706,0.35989168,0.43153793,0.51789206,-0.083154336
0.38395184,0.39487457,0.4350021,0.4790629,-0.09286234
0.44123685,0.41974786,0.4295215,0.40297228,-0.09738991
0.48409885,0.44630224,0.4496943,0.40103292,-0.09969798
0.41259444,0.43107444,0.43288633,0.4165075,-0.12356296
0.41259444,0.49881193,0.4511585,0.42926294,-0.14444242
0.46987924,0.48165855,0.42284825,0.40478107,-0.14968027
0.51274145,0.5133584,0.44821617,0.43363646,-0.12913516
0.569823,0.4563481,0.44105923,0.4400554,-0.1173733
0.5984656,0.45698977,0.4666638,0.47967726,-0.10414182
0.6126852,0.48138872,0.47840717,0.5035547,-0.09075242
0.55560344,0.50459236,0.51030517,0.5203157,-0.1335955
0.6269048,0.51951605,0.52168405,0.47016925,-0.14260808
0.6269048,0.53828937,0.5588087,0.45894507,-0.13514408
0.6269048,0.57381004,0.5914141,0.43179053,-0.14182378
0.51274145,0.5884167,0.6061909,0.43923482,-0.12456654
0.4983186,0.6088206,0.57917607,0.45886728,-0.11499035
0.5840428,0.5552393,0.5470474,0.47280583,-0.080578476
0.569823,0.48187795,0.5728047,0.46121514,-0.07061608
0.4983186,0.5039939,0.6277227,0.5408561,-0.07192725
0.526961,0.5263194,0.62379175,0.5163144,-0.09980261
0.2840081,0.52942574,0.5982166,0.5186257,-0.1012308
0.1696415,0.4856169,0.45080328,0.48295206,-0.06890866
0.1696415,0.3438942,0.3419004,0.4354499,-0.07448681
0.2125035,0.22052723,0.26464373,0.42082348,-0.0647603
0.1696415,0.22822605,0.25640798,0.4300838,-0.10226628
0.1696415,0.19673954,0.21708752,0.40030745,-0.10649903
0.18406431,0.15043567,0.21419933,0.41518092,-0.11173329
0.1696415,0.13114513,0.18806107,0.3843522,-0.12672943
0.08391722,0.09983656,0.17593549,0.33987296,-0.13532041
0.09834013,0.05771485,0.14646468,0.2908271,-0.107604
0.041055135,0.060903504,0.13311507,0.27919874,-0.14702663
0.012412735,0.13805196,0.120482355,0.24142967,-0.15721256
-0.01602664,0.057605557,0.097179174,0.22421277,-0.14660683
-0.07331144,0.03522078,0.07279751,0.20350827,-0.15303035
-0.08753113,-0.042762965,0.04940647,0.19059618,-0.16573161
-0.14461291,0.036049336,0.050423115,0.1681839,-0.15942991
-0.13039322,0.028074577,0.038191706,0.17268822,-0.19225037
-0.15903571,-0.012689527,0.02720797,0.098074794,-0.19301078
-0.15903571,-0.104100026,-0.0017856956,0.11249749,-0.1478226
-0.187475,-0.12048885,-0.024875313,0.1147071,-0.1694214
-0.17325531,-0.23003487,-0.062246293,0.09030397,-0.18351641
-0.2589795,-0.26494855,-0.08203298,0.050841153,-0.19972591
-0.23033708,-0.31227425,-0.09385899,-0.017994374,-0.19879442
-0.28762197,-0.27026966,-0.087652385,0.016449869,-0.23618922
-0.28762197,-0.22388685,-0.10108104,-0.011048555,-0.24173868
-0.3162644,-0.20969057,-0.10469237,0.012066662,-0.2580696
-0.34470367,-0.23885784,-0.1236884,-0.030666828,-0.26731157
-0.3018416,-0.27511716,-0.1475245,-0.031461567,-0.29763323
-0.41620827,-0.32050908,-0.14345884,-0.009169221,-0.31668115
